#  RA  Dec  l  b
209.1  26.3973  393.734  75.4906
210.889  59.8455  467.187  55.0245
209.339  8.65809  346.157  65.8316
209.092  -1.65449  334.018  57.2442
206.831  39.5539  443.393  72.9944
208.957  43.4433  448.514  69.1309
209.564  32.1652  416.084  74.6543
208.152  -5.84849  329.337  53.8565
209.863  58.0314  466.468  56.8708
211.09  32.0645  414.613  73.4222
209.215  9.07352  346.553  66.2339
210.192  44.4455  448.68  67.7924
211.658  22.8357  382.912  72.4473
213.222  -10.6782  333.231  47.3436
204.476  29.4729  408.553  79.5115
208.603  23.1864  380.923  75.227
211.112  39.5668  436.914  70.3916
213.332  19.7015  375.69  69.8325
208.941  26.4067  393.706  75.6331
209.712  21.9424  377.89  73.8331
208.404  -12.2666  325.876  47.8151
209.209  30.627  410.536  75.2777
207.098  50.6796  462.039  64.0765
207.306  13.442  350.393  70.7756
208.759  15.7939  358.635  71.394
210.815  46.7738  451.926  65.798
209.281  5.69538  341.963  63.4727
209.599  39.6441  439.163  71.2975
209.032  20.8094  373.229  73.9465
212.539  -6.1632  335.58  51.6471
210.276  6.7381  345.139  63.7431
211.078  20.0777  373.895  71.9034
210.158  30.6895  410.267  74.4615
209.946  30.7939  410.763  74.6249
211.214  -10.5449  330.676  48.331
208.677  28.7969  403.419  75.9409
208.046  27.977  400.038  76.518
210.825  34.6458  423.365  72.8831
209.006  47.0757  454.737  66.362
212.412  38.5908  432.897  70.042
210.107  45.3885  450.494  67.1519
210.802  -18.2252  325.893  41.4234
211.324  18.8635  370.851  71.1307
209.038  33.1569  420.175  74.7888
209.858  30.1457  408.373  74.7944
211.401  36.8371  429.317  71.569
209.86  41.6375  443.461  69.8914
212.057  7.12595  348.761  62.9448
211.034  34.6099  423.044  72.7352
211.814  36.7326  428.566  71.3178
209.867  21.7829  377.558  73.6398
209.22  32.061  415.985  74.962
209.587  65.5227  472.19  50.188
210.585  14.1127  358.255  68.9601
210.754  28.3603  401.528  74.1298
211.839  -12.238  330.444  46.5372
210.524  40.2919  439.452  70.3419
211.501  43.738  445.622  67.599
211.885  9.24618  351.643  64.6495
210.894  42.7573  444.433  68.5791
212.15  36.958  428.837  70.9776
210.55  26.1765  393.5  74.174
211.416  17.4329  367.275  70.3173
209.846  11.4614  351.737  67.6372
210.187  45.3501  450.32  67.1416
212.645  47.7198  451.3  64.259
209.548  35.1758  426.48  73.6399
210.61  22.8378  381.886  73.3655
210.709  39.5177  437.316  70.6764
210.092  37.0667  431.557  72.386
212.338  18.7059  371.844  70.2145
210.639  1.90775  339.969  59.5636
211.613  31.8678  413.627  73.0292
209.647  -6.35048  331.26  52.7871
210.979  41.8672  442.433  69.1037
209.425  34.0178  422.78  74.1885
207.865  19.3369  366.596  74.1817
209.996  27.6641  398.892  74.7881
210.528  35.0237  424.869  72.968
211.173  40.3365  438.701  69.9155
209.564  42.1755  445.049  69.6985
211.767  46.126  449.677  65.818
208.755  56.2101  465.845  58.7599
211.593  34.1978  421.227  72.4395
210.235  40.7304  440.88  70.2502
208.781  52.1024  461.659  62.3167
211.182  47.6207  452.834  65
212.438  18.3708  371.12  69.9688
211.885  40.4946  438.179  69.3808
209.45  -10.7955  328.127  48.8018
212.237  20.6063  376.864  71.1445
209.612  -5.77866  331.614  53.319
208.659  33.7311  422.654  74.8852
211.753  34.3291  421.498  72.2723
209.751  10.1649  349.319  66.7366
210.167  27.8234  399.513  74.642
210.053  40.1428  439.742  70.7192
209.966  40.268  440.165  70.6959
211.848  48.9811  454.128  63.6835
210.66  42.3501  443.893  68.9758
208.805  6.24556  341.778  64.1937
210.071  4.9074  342.408  62.378
210.872  51.3864  458.493  62.188
213.613  32.0163  413.082  71.3339
211.305  53.2046  460.249  60.5544
210.075  54.0766  462.454  60.2297
212.314  45.3741  447.701  66.0679
207.455  29.2352  405.637  76.9728
209.179  28.0577  400.376  75.5175
208.622  44.6594  451.271  68.3958
210.632  38.5363  434.903  71.2662
212.366  40.3294  437.214  69.1688
212.463  53.849  459.878  59.6298
211.257  -5.20729  334.486  53.0945
205.309  34.5234  430.678  77.0178
209.961  35.2526  426.231  73.3012
212.269  16.3169  365.895  69.0206
209.089  30.4656  409.973  75.4057
210.029  38.7785  436.344  71.5282
211.049  28.1091  400.622  73.8688
209.523  52.2625  461.019  61.9383
210.05  42.6092  445.27  69.1406
209.954  -11.6027  328.342  47.8658
211.465  37.474  431.018  71.2317
208.286  2.52108  336.525  61.3003
211.721  41.2095  440.023  69.0669
210.593  31.3543  412.441  73.9806
211.152  -21.9484  324.552  37.8311
211.258  39.368  436.234  70.4069
209.543  14.3414  356.836  69.8685
210.483  31.4976  413.017  74.0451
212.362  -50.1957  315.489  10.7631
209.73  39.7742  439.298  71.1387
210.43  36.7557  430.229  72.2979
211.719  56.5575  463.488  57.6326
211.565  25.5388  391.735  73.1765
208.006  -7.59898  327.981  52.3004
209.526  60.4881  468.748  54.7673
211.471  40.5524  438.828  69.6051
210.422  40.8518  440.905  70.0641
209.233  9.11466  346.652  66.2547
209.474  63.0931  470.673  52.4257
210.973  56.132  463.722  58.2128
208.886  19.5963  369.184  73.4932
213.059  15.506  365.257  67.9341
208.274  59.0516  468.648  56.335
210.635  34.9829  424.626  72.9029
211.173  -6.23717  333.578  52.2202
212.366  44.0335  445.135  66.9353
210.251  9.01662  348.406  65.5425
209.48  60.2849  468.628  54.9596
210.692  47.5051  453.245  65.3041
211.051  25.5496  391.503  73.6355
209.112  13.6326  354.513  69.6891
209.644  29.11  404.473  75.0777
210.968  17.5923  366.982  70.7623
208.61  32.8105  419.354  75.2395
211.352  -10.2555  331.047  48.5355
213.412  36.5761  426.544  70.2106
209.485  33.5198  420.996  74.3157
209.674  17.4676  364.522  71.7174
211.608  45.6364  449.017  66.2425
211.035  55.4793  463.003  58.7476
209.433  37.4494  433.541  72.6434
207.707  -26.1063  319.214  34.8796
210.333  33.4495  419.926  73.6696
210.842  50.2341  457.024  63.1224
210.761  48.8175  455.138  64.2675
212.214  11.3506  355.723  65.9249
211.165  59.6208  466.784  55.1535
211.706  47.7092  452.354  64.6985
210.238  -11.1639  328.982  48.1595
208.12  21.5374  374.309  75.028
210.348  55.5553  463.719  58.8877
211.557  -12.7265  329.786  46.2079
210.882  27.9484  400.031  74.0129
210.522  24.1229  386.167  73.8082
211.378  44.52  447.275  67.1355
211.521  39.3693  435.911  70.2359
213.283  50.4955  454.774  61.9325
210.242  33.9541  421.704  73.5763
210.249  32.6032  417.089  73.9811
210.792  35.8888  427.239  72.4217
211.707  54.0621  460.841  59.7147
212.961  55.774  461.593  57.8984
209.131  6.95563  343.331  64.5913
210.273  13.6843  356.805  68.9019
212.335  59.6196  465.891  54.8571
207.892  36.8752  434.146  73.9873
208.853  49.3086  458.139  64.6275
205.715  56.0241  468.675  59.659
210.101  10.8243  351.091  66.9997
210.887  18.5258  369.299  71.3199
213.331  -24.5107  325.7  34.7136
212.093  11.6223  356.008  66.1976
211.005  52.8709  460.162  60.9315
209.885  41.9882  444.189  69.6465
210.307  30.9159  411.02  74.2991
209.685  34.4429  423.921  73.8301
211.273  13.0687  357.336  67.7675
213.603  -13.8128  331.687  44.3758
210.918  -9.34502  331.048  49.5414
209.161  33.8841  422.613  74.4406
210.937  32.4337  415.978  73.4634
210.849  30.8035  410.347  73.8577
209.879  -5.14219  332.483  53.7764
212.861  34.7898  421.955  71.26
207.36  -16.8272  322.334  43.8476
210.228  49.1846  456.292  64.1963
207.583  40.4365  444.239  71.9717
208.152  4.38223  338.287  62.9749
209.631  37.5918  433.669  72.4347
212.101  40.0468  436.859  69.4934
211.733  6.01408  346.692  62.2856
210.347  1.97741  339.553  59.7784
212.239  34.1425  420.511  71.9488
211.411  -18.5458  326.448  40.9117
214.617  43.8737  442.303  65.7677
212.501  19.2859  373.577  70.3504
208.757  55.83  465.495  59.0943
210.482  1.95735  339.759  59.6895
210.005  52.0696  460.269  61.9368
209.813  23.1437  382.099  74.1582
211.656  21.9309  380.102  72.1493
207.109  28.6532  403.139  77.3215
207.894  -13.8021  324.41  46.5454
211.482  38.5537  433.882  70.6898
211.56  24.4587  388.094  72.9691
208.323  -2.22596  332.278  57.0781
210.46  29.5512  405.948  74.3366
209.149  48.2831  456.345  65.3449
210.447  32.4639  416.447  73.8564
210.686  26.6805  395.383  74.1104
211.56  11.6845  355.219  66.6181
208.226  10.9464  347.648  68.302
210.909  55.0271  462.65  59.1676
211.954  46.0679  449.353  65.7674
212.621  50.8955  456.003  61.9007
208.494  35.9076  430.226  74.0733
211.615  57.4071  464.411  56.9426
209.907  53.2819  461.761  60.9546
212.816  27.7479  399.542  72.2966
210.713  41.2645  441.453  69.6365
210.051  47.3282  453.768  65.7195
210.429  -2.80569  335.179  55.6022
212.529  -5.03012  336.468  52.6407
210.66  46.618  451.864  65.9847
210.628  -12.5353  328.695  46.7492
206.668  -6.68975  326.49  53.6356
210.902  54.6482  462.255  59.4887
208.803  25.7629  391.065  75.6691
210.606  14.8222  359.815  69.4034
208.35  -26.1253  319.881  34.6978
210.017  26.7336  395.366  74.7099
207.563  52.3932  463.363  62.444
208.025  28.6285  402.835  76.5203
210.738  23.7116  384.938  73.5106
208.027  8.91668  343.972  66.8214
209.17  43.2462  447.815  69.1637
211.417  27.9152  399.955  73.5398
210.477  18.4775  368.539  71.6282
210.628  44.8822  448.904  67.2636
212.053  43.2751  444.016  67.598
210.336  33.79  421.066  73.5582
212.47  54.0977  460.16  59.4263
211.508  35.108  424.122  72.1933
211.876  0.165995  340.174  57.4297
210.96  31.0161  411.046  73.7303
213.5  30.856  409.512  71.594
213.007  16.3801  367.128  68.4671
210.447  37.6461  432.735  71.8524
210.387  34.1357  422.16  73.4017
213.115  61.1904  466.709  53.3129
210.913  30.6962  409.937  73.8189
209.319  33.04  419.47  74.6025
208.755  43.5054  448.932  69.1867
207.435  48.1463  458.424  66.1144
213.163  25.768  393.249  71.7906
210.699  44.4908  448.092  67.5048
209.973  43.9589  448.062  68.2483
211.49  29.1544  404.318  73.4651
208.961  51.795  461.103  62.5183
210.125  52.1242  460.203  61.8501
207.476  2.59896  335.117  61.7604
209.375  38.5465  436.653  72.0807
212.49  1.92452  342.98  58.5506
213.451  6.58236  350.259  61.6308
208.695  -10.1523  327.45  49.6791
208.912  21.6307  375.784  74.3955
213.01  23.87  387.248  71.544
210.617  23.3491  383.602  73.5153
213.71  55.9669  461.164  57.4969
210.854  37.3562  431.419  71.7144
209.161  11.1845  349.931  67.8854
209.035  7.94216  344.524  65.4451
210.501  60.7698  468.233  54.2999
212.134  28.2444  401.142  72.9142
211.236  -9.90669  331.115  48.8998
212.178  43.024  443.354  67.6875
210.273  49.0729  456.082  64.2668
210.922  11.0002  352.887  66.5761
208.57  51.7258  461.47  62.7054
210.522  31.5593  413.213  74.0006
210.752  36.9124  430.288  71.9964
210.639  40.6723  440.194  70.0434
209.441  15.3831  358.971  70.6265
211.152  51.5737  458.43  61.9338
211.031  29.2645  404.78  73.8599
209.63  41.5846  443.673  70.0556
209.198  59.1163  467.932  56.069
210.554  37.2949  431.618  71.9528
212.5  -5.15851  336.321  52.5436
211.466  54.1877  461.212  59.6909
212.462  37.9411  431.156  70.3165
212.22  15.2568  363.439  68.4436
210.625  41.6298  442.386  69.4589
210.3  33.2358  419.23  73.761
210.171  36.4076  429.526  72.6435
210.444  9.5537  349.605  65.8272
209.405  -16.6944  324.948  43.329
212.042  50.1272  455.557  62.727
208.991  33.9389  422.999  74.5522
209.225  44.6617  450.41  68.1091
211.757  -14.7565  328.864  44.2747
210.361  19.1001  370.079  72.0397
212.482  1.33799  342.333  58.0726
213.372  61.9937  467.22  52.5608
208.079  15.6132  356.845  71.7704
208.176  -4.54092  330.284  55.0429
210.157  -1.04796  336.283  57.2727
206.404  12.5668  346.643  70.6861
210.174  45.4094  450.441  67.1044
210.461  39.1022  436.597  71.0688
208.951  49.3657  458.093  64.5441
211.579  37.5322  431.047  71.125
208.167  29.2786  405.562  76.3501
214.336  40.7827  436.092  67.6607
210.977  33.926  420.912  73.0101
212.167  5.30609  346.485  61.4622
211.947  47.2799  451.388  64.9029
210.931  8.37022  348.641  64.615
208.361  35.2338  428.22  74.4859
212.292  14.3575  361.635  67.8417
212.034  -8.72167  332.997  49.6189
211.035  43.7345  446.211  67.8508
209.009  27.254  397.132  75.6446
208.118  -1.02947  332.921  58.2424
210.691  52.3983  459.927  61.4281
210.021  17.7721  365.913  71.6154
209.967  58.1738  466.503  56.7193
208.185  27.8145  399.347  76.3944
211.048  57.7008  465.166  56.8484
214.553  17.3922  371.517  67.7357
210.575  31.567  413.207  73.9546
212.729  55.6454  461.656  58.0788
209.335  -17.9058  324.293  42.2149
207.066  43.3916  451.351  70.0862
207.768  48.0435  457.828  66.0756
210.628  29.3067  405.01  74.2081
210.243  41.3378  442.257  69.865
210.73  19.3695  371.388  71.8669
211.744  18.4133  370.26  70.5622
211.393  62.9658  469.303  52.1577
210.158  54.1584  462.458  60.1344
206.533  49.7915  461.735  65.0265
210.893  56.1407  463.802  58.2286
212.777  -8.0213  334.507  49.9014
211.024  5.4768  344.785  62.2879
211.756  -1.63463  338.259  55.9626
210.458  43.3502  446.216  68.419
212.977  52.2507  457.43  60.7108
209.999  49.5773  457.107  63.9735
211.501  -3.47972  336.248  54.4951
209.497  53.2828  462.191  61.0845
210.433  14.465  358.733  69.3023
211.243  37.6153  431.667  71.3194
211.795  -39.5548  318.472  21.0193
211.046  -33.6711  319.843  26.7993
206.932  18.661  362.687  74.5349
214.67  11.5376  359.882  64.2618
212.882  45.971  448.104  65.3707
209.602  57.235  465.991  57.6372
213.724  32.0677  413.19  71.2318
213.444  9.43179  354.488  63.7179
212.176  13.4216  359.545  67.3375
210.044  42.5769  445.212  69.1658
208.515  -1.65379  333.064  57.5067
209.723  54.2208  462.96  60.2153
209.29  57.0876  466.138  57.8473
209.456  7.84669  345.184  65.1183
211.235  38.237  433.351  71.0178
212.65  10.7617  355.414  65.2084
211.767  36.9037  429.097  71.277
209.637  12.4883  353.247  68.5197
208.848  19.4866  368.788  73.4687
209.938  48.6389  455.869  64.745
209.807  44.4996  449.303  67.9447
207.834  36.2815  432.4  74.3446
207.621  36.0349  431.949  74.6202
207.437  51.2  462.212  63.5193
208.409  48.2914  457.317  65.6279
210.875  -5.20888  333.922  53.27
209.34  46.8016  453.865  66.4336
207.681  48.3389  458.353  65.8636
210.831  50.6417  457.578  62.8017
210.911  51.9096  459.104  61.7498
213.059  60.1402  465.824  54.2237
211.071  43.6465  445.992  67.8911
212.848  50.9359  455.825  61.7778
209.167  50.9492  459.859  63.1581
212.556  30.8761  409.892  72.3955
208.956  35.7017  428.926  73.8407
211.615  27.5548  398.715  73.3499
211.679  12.4901  356.914  67.0857
213.296  24.6112  389.71  71.4613
208.502  3.21319  337.642  61.7919
207.516  55.1636  466.116  60.0102
210.638  39.8874  438.321  70.5089
211.313  -5.00863  334.724  53.2439
209.148  8.48242  345.529  65.8087
210.521  5.53489  343.986  62.6314
214.174  17.6966  371.746  68.2005
210.692  43.5479  446.295  68.16
211.819  -0.421468  339.505  56.9637
208.643  57.7912  467.321  57.3835
208.38  42.4138  447.321  70.1635
210.068  27.5016  398.284  74.718
211.144  -5.68937  333.949  52.7201
209.851  33.0865  419.125  74.1646
209.091  60.5525  469.131  54.8029
208.195  43.9859  450.682  69.1038
211.142  18.9022  370.693  71.2994
213.472  52.527  457.306  60.3059
213.151  -7.9162  335.09  49.8179
211.554  25.2399  390.714  73.1335
213.56  40.9568  437.305  68.0673
209.379  -16.6191  324.952  43.4084
209.517  40.5735  441.534  70.7737
212.781  8.30773  351.681  63.3592
208.313  12.7235  351.088  69.5825
211.463  5.84144  346.008  62.3145
210.968  62.0502  468.896  53.0607
208.661  40.4258  442.472  71.3672
208.61  48.0056  456.645  65.7814
208.622  36.8022  432.808  73.5326
209.801  42.0024  444.34  69.684
208.398  42.4979  447.467  70.0942
208.186  -1.04331  333.024  58.1999
211.65  41.5712  440.921  68.8933
206.981  10.7611  344.706  68.9157
211.355  4.23187  343.797  61.0881
210.331  41.7076  442.957  69.5781
211.635  28.1514  400.799  73.3522
207.619  32.7432  420.203  76.0492
212.788  1.31473  342.783  57.8798
209.583  2.61563  338.925  60.7233
212.443  27.2698  397.895  72.5996
212.291  39.3192  434.865  69.7565
207.919  36.4347  432.748  74.2059
211.253  40.481  438.939  69.7819
210.749  48.1427  454.155  64.7933
211.645  27.4872  398.485  73.3205
207.736  25.7264  390.276  76.6122
210.833  15.1452  360.921  69.4372
210.056  26.2522  393.571  74.6224
210.01  32.88  418.259  74.0974
210.36  47.6802  453.925  65.3154
208.716  33.3475  421.211  74.9779
212.331  11.0962  355.47  65.6658
210.936  10.7073  352.404  66.355
208.774  57.6489  467.086  57.479
213.009  45.148  446.482  65.8577
209.591  21.4638  376.154  73.7505
213.227  54.7613  460.233  58.6311
208.303  25.5012  389.701  76.0703
211.095  48.43  454.174  64.4252
212.143  36.8199  428.461  71.0423
210.512  49.8201  456.839  63.5799
208.092  47.5764  456.721  66.3332
208.931  29.5778  406.522  75.6583
210.107  45.7628  451.141  66.8759
211.184  22.1044  380.13  72.6204
211.46  45.9741  449.788  66.0759
207.185  24.2141  383.388  76.7725
213.097  22.5112  383.247  71.085
212.26  16.705  366.786  69.244
211.172  6.02123  345.749  62.6334
213.38  46.7848  448.948  64.5627
212.386  43.1884  443.437  67.4659
212.55  33.1442  417.182  71.9747
211.033  4.32437  343.366  61.3502
213.08  38.6017  432.198  69.5786
209.164  20.0624  371.067  73.4926
208.852  25.3403  389.419  75.5541
210.515  32.7629  417.427  73.7229
211.681  38.3134  433.017  70.6766
205.823  -10.6255  323.075  50.2063
210.191  48.2573  455.002  64.9403
209.543  30.761  410.861  74.9717
208.386  57.475  467.287  57.7279
210.982  7.38657  347.292  63.8241
210.557  39.6407  437.823  70.7023
209.949  44.1822  448.518  68.1018
211.021  38.8813  435.301  70.8253
209.91  26.3922  394.038  74.7692
208.923  30.6398  410.753  75.5175
209.441  36.2273  429.918  73.2477
211.181  40.8657  439.927  69.5989
209.823  41.7143  443.683  69.8621
213.512  38.7941  432.23  69.1908
212.797  17.5878  369.668  69.2802
210.638  54.6449  462.505  59.5739
210.384  49.018  455.873  64.2655
210.051  56.8587  465.249  57.8472
208.679  35.3888  428.292  74.1846
209.12  39.0228  438.284  71.9658
209.458  6.72114  343.626  64.2115
211.307  45.0219  448.29  66.8246
209.124  54.5192  463.869  60.1365
213.931  -16.8955  330.25  41.461
212.288  42.8346  442.832  67.744
210.334  26.5368  394.737  74.4082
212.351  25.03  390.474  72.3859
207.262  51.6337  462.903  63.1969
209.164  47.064  454.509  66.3048
210.738  47.1435  452.618  65.5567
209.598  37.7016  434.023  72.3986
210.567  -1.02292  336.964  57.092
210.416  31.7723  414.037  74.0438
212.951  27.1517  397.618  72.1399
208.372  13.5069  352.776  70.1105
210.024  50.8063  458.696  62.9697
213.32  41.394  438.547  67.9787
209.662  40.4365  440.999  70.7737
210.241  21.3072  376.503  73.1332
211.964  47.5307  451.772  64.7121
211.18  54.4937  461.823  59.5298
211.599  -12.8158  329.787  46.1097
210.56  24.3152  386.866  73.8218
213.014  36.5492  426.841  70.5161
212.081  0.163947  340.49  57.3175
212.184  4.2438  345.179  60.6082
208.63  37.2708  434.187  73.2785
209.014  53.403  462.83  61.1317
209.695  42.7611  446.083  69.2285
210.247  17.3276  365.136  71.1883
211.075  22.6748  381.829  72.9067
211.002  41.622  441.866  69.2444
208.632  23.5184  382.196  75.3054
208.486  54.4614  464.462  60.3695
211.093  41.8039  442.146  69.0778
208.23  1.95839  335.855  60.8369
211.278  36.4221  428.267  71.8396
210.57  43.497  446.357  68.2594
211.018  44.006  446.759  67.6755
208.804  8.55039  344.967  66.0688
211.889  37.6003  430.879  70.8757
212.272  40.4257  437.551  69.1755
213.071  -4.45864  337.712  52.8647
208.463  29.6331  406.928  76.0566
210.207  2.5324  339.911  60.3221
208.823  41.5612  444.819  70.5203
210.233  56.1143  464.377  58.441
213.495  -10.3785  333.787  47.4862
209.59  23.1376  381.843  74.3512
208.342  32.3741  417.981  75.5888
214.29  51.0104  454.498  61.1241
211.383  47.0797  451.73  65.3103
208.019  -27.8915  318.938  33.0875
210.414  35.3861  426.129  72.9094
209.775  36.127  429.179  73.0565
209.23  14.5059  356.599  70.2033
208.761  45.5668  452.644  67.6415
208.113  12.2837  349.83  69.3887
209.741  35.1927  426.301  73.4895
210.259  31.123  411.8  74.3036
211.281  32.8162  417.016  73.0877
211.255  51.4253  458.132  62.0147
212.337  22.6843  383.076  71.8051
211.827  51.2625  457.317  61.9274
211.026  -42.6506  316.896  18.241
207.317  25.8865  390.711  77.0106
211.163  19.1336  371.355  71.395
210.054  44.177  448.365  68.053
210.818  36.5841  429.263  72.1002
211.149  38.6685  434.59  70.8533
211.568  38.4009  433.381  70.7098
208.981  23.2384  381.543  74.9138
211.326  47.2961  452.148  65.1769
213.025  -46.0903  317.223  14.53
212.095  13.518  359.605  67.4595
211.541  28.1077  400.641  73.4344
209.771  43.6604  447.768  68.5624
209.411  23.0103  381.199  74.4665
215.592  36.8662  425.493  68.4788
208.249  49.7238  459.436  64.5033
211.439  44.551  447.256  67.0826
208.237  18.8084  365.681  73.6002
212.947  27.2578  397.963  72.1514
210.192  48.5259  455.395  64.7301
212.742  18.0101  370.628  69.5391
211.635  15.0675  362.09  68.78
209.623  46.6083  453.182  66.4591
210.099  35.1451  425.731  73.2427
210.008  41.5759  443.116  69.8475
210.965  46.0702  450.566  66.2451
211.536  50.3528  456.416  62.7558
210.462  15.7005  361.543  70.0611
208.451  18.7652  365.944  73.407
208.778  46.557  454.237  66.8662
210.558  36.2688  428.645  72.4285
210.695  29.648  406.242  74.1248
209.553  45.2109  450.929  67.5458
211.334  -18.8315  326.219  40.6738
208.589  6.74551  342.019  64.7279
209.412  33.8785  422.316  74.2485
210.985  -2.22542  336.542  55.8405
208.86  46.9186  454.691  66.547
210.011  43.5785  447.277  68.4966
210.808  44.1722  447.35  67.6707
212.608  26.5469  395.547  72.3868
207.103  44.9887  454.13  68.8209
207.992  43.743  450.539  69.3827
213.107  32.1452  413.724  71.7326
207.195  45.8625  455.413  68.0823
210.471  37.7546  433.005  71.7815
210.397  27.0529  396.668  74.3988
208.045  -8.812  327.303  51.1616
213.71  16.9684  369.451  68.2134
213.455  55.6966  461.084  57.7999
212.768  31.1529  410.714  72.1785
211.613  34.1583  421.086  72.4368
211.053  54.067  461.478  59.9265
213.65  13.6531  362.302  66.3703
211.471  31.653  412.981  73.1887
211.911  47.4107  451.641  64.8242
211.163  -7.59976  332.576  51.008
210.961  -29.1058  321.419  31.1523
210.504  35.0889  425.101  72.9606
208.466  31.2021  413.29  75.7911
214.37  52.0648  455.858  60.3043
212.972  48.4113  452.028  63.608
209.356  9.18538  346.997  66.234
211.845  27.1065  397.209  73.1181
211.171  12.3602  355.795  67.3603
210.362  7.34763  346.137  64.1754
210.099  29.4153  405.534  74.6608
212.152  39.1135  434.516  69.9551
210.873  50.1046  456.814  63.2128
209.893  -6.89952  331.24  52.1863
209.685  41.5223  443.456  70.0655
212.845  49.6338  453.998  62.7644
210.617  35.1152  425.06  72.8649
209.702  45.1524  450.623  67.5186
209.847  -9.4594  329.488  49.875
209.697  -28.589  320.375  31.9902
210.14  -28.0022  321.027  32.4281
210.124  20.8672  374.97  73.0514
208.689  38.2297  436.815  72.7032
209.154  62.9237  470.775  52.6402
209.416  -16.5131  325.048  43.4954
209.216  28.6428  402.71  75.475
209.962  -12.2231  327.996  47.291
208.542  23.6907  382.751  75.4348
211.424  55.7788  462.957  58.3771
209.394  21.7924  376.981  74.0488
211.673  40.3601  438.124  69.5901
213.959  30.9293  409.602  71.1947
212.372  23.9514  387.035  72.1291
211.205  22.9986  383.002  72.8945
208.849  12.8151  352.348  69.2905
212.722  34.6572  421.676  71.4106
210.265  42.2679  444.257  69.2501
210.617  17.0245  364.986  70.7254
210.083  2.54913  339.717  60.4024
213.581  15.5568  366.125  67.5497
209.614  -15.568  325.76  44.3118
207.109  28.6532  403.139  77.3215
210.247  34.9717  425.012  73.2002
210.484  52.7855  460.599  61.1797
211.859  29.8206  406.561  73.1035
210.017  38.5122  435.659  71.6835
209.37  33.1517  419.818  74.5269
209.323  9.09168  346.788  66.1815
212.048  43.5769  444.624  67.4062
210.595  52.6986  460.382  61.2138
212.662  37.1803  428.913  70.5133
210.744  2.50867  340.791  60.0119
209.066  34.5753  425.091  74.2478
213.2  8.88649  353.242  63.4975
210.479  36.0972  428.226  72.5614
209.739  20.8706  374.45  73.3783
210.144  13.7016  356.604  69.0066
208.997  12.72  352.455  69.1217
208.879  28.4207  401.852  75.778
209.881  5.55818  342.881  63.02
211.489  5.095  345.089  61.7047
211.183  -35.7345  319.252  24.8025
211.849  22.244  381.26  72.0898
209.778  8.30673  346.457  65.2871
210.169  37.805  433.537  71.9601
209.013  -18.1021  323.816  42.1333
209.122  30.1585  408.75  75.4232
211.691  52.8105  459.397  60.7408
209.123  56.2444  465.53  58.6327
208.537  43.6152  449.468  69.2141
207.722  49.6125  459.965  64.782
209.853  27.214  397.149  74.8935
210.219  46.4532  452.154  66.3095
211.192  19.7951  373.241  71.6809
211.849  56.5577  463.375  57.5937
209.919  49.679  457.34  63.9227
211.271  19.7904  373.335  71.6126
212.14  39.2594  434.894  69.8878
213.319  20.2688  377.178  70.0817
210.097  12.4057  353.952  68.1445
210.189  55.3098  463.623  59.1445
210.347  4.28121  342.136  61.7061
211.86  -6.25248  334.552  51.8903
206.447  22.8198  376.614  76.9604
211.328  24.6906  388.712  73.2258
211.584  50.6013  456.7  62.5423
209.734  20.9693  374.756  73.4244
209.728  -6.91847  330.984  52.2386
212.138  42.2528  441.794  68.1901
210.773  37.1681  430.99  71.8613
208.765  57.7435  467.174  57.3968
209.213  44.0429  449.288  68.5689
212.475  25.4824  392.011  72.3565
210.721  14.2363  358.754  68.9415
211.214  45.4431  449.163  66.5746
206.934  28.7494  403.626  77.4681
210.902  51.8477  459.037  61.8036
211.409  62.6642  469.065  52.4216
209.508  -4.00497  332.777  54.96
213.71  26.6432  396.203  71.4179
211.055  27.8924  399.842  73.8589
210.923  -25.4115  322.829  34.6519
208.386  -1.02008  333.383  58.1307
210.361  34.4966  423.364  73.2933
210.467  57.5875  465.555  57.1022
210.345  29.8972  407.261  74.4041
211.756  31.5034  412.324  72.9776
210.003  27.5983  398.642  74.7797
211.78  36.7733  428.717  71.3242
208.072  45.3319  453.241  68.1297
208.212  39.2576  440.295  72.3798
212.005  46.1535  449.439  65.682
209.62  38.3575  435.796  72.0283
210.938  37.3159  431.204  71.6753
212.285  22.399  382.161  71.7602
206.479  37.0196  436.997  74.8304
212.525  53.9851  459.978  59.4984
210.191  13.9374  357.179  69.131
211.646  8.62631  350.271  64.3477
211.356  2.53141  341.831  59.6924
210.713  9.58057  350.134  65.6724
211.825  2.49121  342.549  59.3951
211.091  25.2226  390.386  73.5426
210.801  34.0863  421.596  73.0961
211.659  41.7834  441.376  68.759
211.685  56.2359  463.192  57.9135
211.015  31.1291  411.416  73.6649
209.087  33.7642  422.279  74.5417
210.347  25.4465  390.746  74.2444
211.319  52.3647  459.235  61.2343
210.889  18.6586  369.66  71.3858
210.887  46.3437  451.125  66.0822
208.177  47.0945  455.893  66.689
207.423  55.8481  466.814  59.4208
209.425  60.243  468.638  55.0092
207.741  42.9931  449.493  70.0641
212.155  8.23528  350.54  63.7208
207.074  36.7062  434.977  74.6259
207.388  36.4569  433.669  74.5546
208.737  31.2702  413.353  75.5502
212.191  52.2433  458.199  61.0133
209.95  -9.43918  329.645  49.8523
210.532  1.94532  339.831  59.6523
213.127  31.0716  410.319  71.885
