#  RA  Dec  l  b
204.441  -32.7065  314.079  29.1597
206.632  -52.0977  311.461  9.85857
206.796  31.1227  54.4079  77.1983
208.871  -27.2849  320.01  33.453
200.824  -35.0833  310.257  27.3343
204.279  -35.6524  313.263  26.3005
207.3  -20.3717  320.825  40.4835
204.786  4.53904  331.751  64.7064
208.156  -10.8277  326.311  49.2455
207.733  -23.0939  320.302  37.7619
202.845  -29.1545  313.316  32.9099
205.279  -26.4471  316.539  35.1078
207.326  -34.9479  316.143  26.4341
204.705  21.3773  7.42669  77.7736
201.565  -45.8275  309.243  16.6165
204.673  -51.968  310.288  10.2268
207.97  7.77123  342.2  65.9208
207.099  32.9478  61.6544  76.3851
206.756  -9.67682  324.926  50.8048
208.375  -48.289  313.463  13.3086
207.279  -40.3389  314.672  21.2133
205.423  8.88541  338.339  68.2303
204.339  -50.3209  310.385  11.8844
206.191  -5.84851  326.246  54.5905
201.215  -9.41596  316.567  52.5681
204.932  -17.6667  318.925  43.6995
204.606  -22.0643  317.079  39.5124
202.722  -20.2743  315.34  41.6444
205.654  5.08786  334.141  64.811
207.822  -30.7322  317.835  30.4007
203.183  21.745  5.34007  79.1754
207.138  -59.6271  310.095  2.44705
204.417  -41.2812  312.19  20.7573
208.225  0.533829  334.485  59.5854
206.069  37.526  79.2846  74.7752
203.7  -19.7119  316.707  41.9963
203.87  -30.3686  314.073  31.5478
205.754  -53.443  310.651  8.65311
208.964  6.871  342.901  64.6185
206.841  -44.1217  313.409  17.6084
203.044  -21.9334  315.28  39.9588
206.634  -21.4278  319.654  39.6472
206.054  3.10623  332.905  62.8643
201.499  35.6598  84.2617  78.7334
206.162  -15.4576  321.369  45.4998
203.663  -47.5229  310.444  14.7168
206.77  2.47735  333.673  61.9806
208.749  8.87528  345.348  66.3602
206.538  -33.536  315.819  27.962
202.789  21.1825  1.76624  79.1699
206.048  -54.0141  310.706  8.05852
202.782  -40.9752  310.95  21.2771
202.236  -13.3504  316.768  48.5106
205.781  3.12069  332.382  62.9977
207.863  13.3412  351.382  70.3331
203.583  -9.99942  320.021  51.4428
207.005  -14.7003  322.81  45.9753
205.738  -27.4546  316.732  34.0321
203.322  -45.9222  310.488  16.3339
208.719  -29.8678  318.977  31.0187
207.328  -42.2947  314.217  19.3044
202.44  26.7003  32.2345  81.4489
203.951  -39.3115  312.213  22.7586
204.603  46.5801  100.534  68.4532
205.629  29.8062  49.3409  78.4665
206.442  -25.201  318.164  36.0578
204.762  15.3715  348.59  73.857
206.207  -34.0422  315.383  27.5346
204.764  -50.3418  310.654  11.8138
205.968  -38.447  314.074  23.2869
205.7  10.654  341.648  69.566
206.863  -24.3242  318.909  36.8028
206.599  -25.4969  318.238  35.7351
203.837  0.559944  326.377  61.416
205.412  -26.3546  316.707  35.1697
206.948  -31.0496  316.9  30.2882
204.322  -44.6079  311.455  17.503
207.361  -10.4011  325.415  49.9205
206.462  13.1667  347.947  71.1117
206.69  -5.95118  326.98  54.3162
205.867  10.7677  342.22  69.566
203.677  8.51438  333.741  68.7564
202.338  -22.1501  314.388  39.876
206.954  -41.1791  314.206  20.4542
202.748  26.6738  32.2224  81.1725
206.304  23.9415  21.1816  77.4647
208.206  -25.7956  319.847  35.0508
205.957  -23.5443  318.162  37.7723
203.877  -52.8846  309.637  9.41174
208.615  -45.0781  314.453  16.3782
205.116  35.3679  74.1703  76.6895
206.788  -34.9099  315.675  26.5785
205.076  -43.7922  312.177  18.1998
202.527  31.6595  63.5183  80.4417
209.579  2.39693  338.686  60.5385
205.219  -42.9065  312.472  19.0468
206.671  28.7936  43.9106  77.6949
207.155  -27.1049  318.309  34.0527
203.895  17.7054  352.433  76.1271
204.456  27.7218  38.8907  79.6938
206.167  19.5383  3.86235  75.6313
203.005  -51.3293  309.363  11.0344
203.481  2.52698  327.19  63.3792
205.557  41.5037  90.2459  72.2489
204.423  -31.6488  314.311  30.1981
203.831  -43.8681  311.234  18.2944
206.437  -33.6414  315.698  27.8796
204.791  -25.5268  316.275  36.1044
205.294  -25.4481  316.844  36.0755
203.893  -20.6056  316.674  41.0847
204.524  10.7668  339.017  70.2961
207.364  -28.593  318.051  32.5688
208.309  -27.503  319.363  33.3883
204.495  35.3556  75.4263  77.1078
205.594  26.4883  32.5958  78.621
204.709  -36.5776  313.436  25.3248
205.281  -21.5409  318.035  39.8685
204.276  -7.92753  322.047  53.2402
203.452  3.24955  327.732  64.0612
206.699  -47.8697  312.442  13.9764
203.542  22.7229  10.7964  79.3637
207.824  10.6763  346.359  68.3408
205.731  -0.745508  328.956  59.4985
203.045  -40.9093  311.172  21.309
206.371  -40.7665  313.847  20.9562
205.633  -36.5556  314.243  25.1905
207.967  -0.0988949  333.464  59.1418
203.07  -48.148  309.931  14.1672
206.989  -50.9765  311.93  10.9042
206.397  -15.5562  321.636  45.339
206.217  -29.0223  316.769  32.4089
205.331  -55.6948  309.961  6.49378
202.49  -34.225  311.935  27.9718
207.435  -58.4815  310.498  3.53019
207.71  14.6692  353.892  71.3864
205.226  1.22231  329.592  61.506
205.721  -27.0651  316.827  34.414
204.766  -60.2345  308.807  2.09204
206.092  -5.99789  325.996  54.4855
205.509  -7.17969  324.386  53.5703
205.275  -5.92956  324.717  54.8271
206.909  -55.5632  310.865  6.43961
206.414  36.5385  75.6145  75.156
204.777  -27.9119  315.607  33.783
204.975  2.56674  330.265  62.8371
208.03  -57.3811  311.059  4.52896
205.983  -39.3322  313.876  22.4205
204.101  25.1555  24.382  79.7209
203.677  -17.8362  317.262  43.8275
204.529  -57.8744  309.118  4.43484
204.946  -7.93881  323.095  53.029
208.228  -15.767  323.909  44.5853
206.561  -26.3692  317.92  34.9015
205.528  -11.095  322.422  49.8485
207.82  -45.7743  313.712  15.8402
204.008  -16.2388  318.228  45.3037
204.734  -38.441  313.046  23.4954
207.141  -40.5688  314.505  21.0148
208.164  -9.04936  327.336  50.8976
207.923  -51.9587  312.278  9.8152
204.446  -13.4829  319.848  47.8601
202.228  -52.6213  308.681  9.83103
207.043  -54.4321  311.19  7.52647
205.767  -0.104609  329.524  60.0732
201.142  -19.767  313.506  42.4229
205.611  -52.0992  310.837  9.9871
206.823  12.5564  347.573  70.4176
206.035  -63.6685  308.729  -1.3923
204.421  1.19796  328.011  61.7961
204.962  -18.7713  318.575  42.6244
205.598  -29.2844  316.074  32.2829
206.26  -31.9576  315.988  29.5506
206.634  -54.7519  310.887  7.26568
205.253  4.36314  332.547  64.3453
206.814  -24.188  318.901  36.9459
205.887  -47.6164  311.948  14.3401
205.509  -7.97027  323.956  52.8228
205.572  -2.68865  327.259  57.7605
206.019  -34.6849  315.047  26.9446
204.026  -7.97529  321.628  53.2665
204.289  -42.4029  311.864  19.6738
203.613  -50.5756  309.875  11.7147
207.617  -58.0128  310.698  3.96515
205.508  -15.661  320.425  45.4845
204.238  -30.8194  314.33  31.0422
205.143  -36.0023  313.947  25.8154
205.496  -9.41073  323.192  51.4609
205.903  31.5374  57.2365  77.8143
202.691  -10.5726  318.431  51.1112
205.303  -41.7942  312.776  20.1234
206.583  -17.6852  321.003  43.2511
208.875  -52.7826  312.648  8.87538
207.239  -22.7075  319.888  38.262
204.302  -40.4245  312.273  21.6149
204.871  -12.16  320.997  49.0183
207.861  -7.68908  327.709  52.2711
203.448  -25.6374  314.78  36.2573
205.726  32.8885  63.3864  77.4711
205.736  -37.0318  314.218  24.7077
204.295  -40.7467  312.202  21.2995
206.431  -40.1866  314.034  21.5112
204.149  -26.0366  315.439  35.7353
204.681  -41.3056  312.393  20.695
206.138  5.78543  335.93  65.1955
205.35  7.07809  335.796  66.7061
201.093  -28.5121  311.635  33.8019
202.625  -20.5047  315.159  41.4371
205.581  34.6468  70.6322  76.7629
206.716  -4.01908  328.285  56.0991
205.023  14.7974  347.932  73.2582
204.164  -23.6279  316.113  38.083
205.289  -39.0623  313.369  22.799
207.16  -43.7102  313.743  17.9566
208.609  -12.2445  326.166  47.764
202.972  -54.4227  308.845  7.98328
203.269  -8.00694  320.407  53.4454
204.997  -41.7122  312.555  20.2498
205.464  -2.72705  327.044  57.7643
205.788  9.13532  339.521  68.2513
205.182  -21.6688  317.877  39.7674
206.953  -11.0141  324.51  49.4801
207.493  -2.01917  331.053  57.6202
205.698  1.8702  331.061  61.9035
206.641  4.38538  335.378  63.7277
206.433  40.5254  86.4577  72.5336
203.43  5.94575  330.216  66.5504
205.248  4.49393  332.67  64.4649
204.721  -8.58286  322.42  52.4837
203.825  -48.6527  310.352  13.5854
205.041  -36.9678  313.635  24.8884
206.995  -36.9288  315.321  24.5781
205.426  15.5759  350.769  73.5777
204.079  -17.0642  318.037  44.4866
204.535  -18.7794  318.041  42.7172
206.836  -21.6652  319.803  39.3671
210.229  -13.8733  327.427  45.6669
205.694  -33.9493  314.939  27.7219
206.347  -55.4233  310.582  6.64416
204.17  -2.7337  324.754  58.2074
208.079  -13.1077  325.002  47.1376
210.987  31.6633  53.2949  73.5913
208.558  3.09023  337.613  61.6576
205.757  -14.6649  321.163  46.3717
205.992  -0.100883  329.939  59.9865
203.97  36.6263  80.9434  76.6319
202.603  10.2788  333.362  70.8108
205.236  -4.58857  325.449  56.1028
205.447  -9.78372  322.932  51.1215
202.722  -22.4703  314.76  39.4931
205.867  -11.1029  322.908  49.7393
206.153  14.5601  350.168  72.3556
206.226  -7.86459  325.122  52.6874
205.68  -41.6979  313.09  20.1594
202.506  -54.276  308.597  8.17013
206.068  9.47627  340.649  68.3871
203.172  -39.4925  311.536  22.6883
206.64  16.8398  356.858  73.6181
203.109  -24.9811  314.57  36.9617
202.916  -25.4681  314.237  36.5184
204.467  -7.98537  322.32  53.1289
204.675  -22.6683  316.978  38.9102
203.795  -28.305  314.49  33.5824
205.928  -22.1476  318.587  39.129
204.018  18.7639  356.078  76.7636
206.21  54.9363  107.276  60.5399
204.127  -19.727  317.228  41.8895
207.491  -45.2571  313.606  16.3973
208.681  -43.3091  314.97  18.0774
211.278  -16.3645  327.404  42.9778
206.586  -19.3399  320.365  41.6649
203.014  -36.4303  311.983  25.7258
208.166  -46.1109  313.87  15.4555
205.89  -28.1267  316.695  33.3473
206.344  -38.8585  314.286  22.8202
203.908  -23.3815  315.89  38.3749
206  -31.6491  315.824  29.9025
204.227  -49.6705  310.433  12.5372
204.485  -41.2804  312.244  20.7482
208.164  6.89449  341.392  65.0882
203.301  -20.2299  316.063  41.5737
205.268  -47.194  311.612  14.8386
204.891  -25.0635  316.516  36.5348
207.502  -7.80494  327.098  52.2962
205.202  5.8779  334.061  65.7196
203.551  -12.3946  319.002  49.1374
210.664  -50.1335  314.448  11.1379
206.711  21.3448  11.2946  76.1208
205.258  24.9905  24.8337  78.6637
207.259  -41.4174  314.383  20.1692
202.797  -40.9863  310.96  21.2644
204.548  -44.4387  311.654  17.639
203.301  -18.5432  316.562  43.2198
203.769  8.42432  333.847  68.6349
201.008  -21.2823  312.996  40.951
210.362  -27.5928  321.402  32.7544
205.024  -25.8724  316.429  35.72
209.114  -50.9516  313.259  10.6107
207.457  26.3769  32.9425  76.9506
205.83  -41.8992  313.161  19.9389
204.989  -13.552  320.576  47.6499
204.417  -17.1997  318.429  44.2757
203.744  -0.102764  325.717  60.8275
205.903  -12.0869  322.496  48.7921
206.554  -43.0106  313.457  18.738
205.919  11.958  344.392  70.4984
204.465  45.6124  99.419  69.3389
207.507  -43.5808  314.031  18.0237
206.782  -9.7  324.951  50.7745
204.247  -32.7428  313.887  29.1574
204.664  -13.5249  320.136  47.7626
202.853  -28.9817  313.362  33.0785
207.317  -16.7092  322.331  43.9724
204.701  14.2937  345.994  73.0698
203.313  -7.22474  320.839  54.1861
205.584  -27.0984  316.674  34.4107
204.363  51.3212  106.229  64.2898
208.2  -24.904  320.157  35.9058
206.873  -34.9055  315.752  26.566
201.936  -26.371  312.959  35.7922
205.873  -42.0852  313.152  19.7503
205.442  -52.9089  310.573  9.21367
200.879  -25.3998  311.992  36.9065
204.494  -52.5872  310.064  9.63817
205.345  -11.7045  321.877  49.3206
207.866  -54.2001  311.714  7.64395
206.801  -28.6743  317.46  32.6184
206.667  -20.6055  319.99  40.4288
205.393  -12.7417  321.483  48.3152
208.312  -2.65846  331.916  56.6933
204.828  23.7444  18.1812  78.6801
205.112  -29.447  315.542  32.2211
206.451  -46.7446  312.526  15.111
206.353  -5.9474  326.445  54.4407
204.536  -43.4487  311.843  18.6126
205.369  13.8085  346.655  72.285
206.41  -41.7962  313.633  19.9456
202.503  7.07215  329.213  67.9529
205.537  -16.7287  320.047  44.4505
208.193  -26.5074  319.585  34.3721
203.689  5.25461  330.096  65.8147
204.288  -43.0732  311.731  19.0154
205.184  -20.2562  318.343  41.1347
207.243  3.0299  335.117  62.2499
203.085  -48.2689  309.921  14.0464
205.11  17.1325  354.017  74.8961
204.198  -7.199  322.286  53.959
203.835  -33.0803  313.423  28.8947
202.046  3.20645  324.668  64.5157
205.634  -53.5029  310.568  8.60869
205.61  -0.0993403  329.238  60.1406
207.906  -33.1124  317.193  28.0862
204.656  32.5612  63.7454  78.426
205.778  -22.8766  318.175  38.46
206.634  26.101  31.2757  77.6488
204.878  24.5822  22.354  78.8943
207.077  -22.5328  319.768  38.4717
207.438  18.9776  4.67392  74.3235
205.857  -45.6379  312.353  16.2798
201.604  -41.3174  309.953  21.0764
208.356  -3.31612  331.478  56.0804
205.715  -54.1262  310.49  7.98836
205.08  -22.4572  317.509  39.0262
203.827  -46.1374  310.809  16.0616
205.873  -35.8224  314.631  25.8631
203.015  -22.7542  315.029  39.1609
203.919  -5.3856  322.773  55.7718
204.793  -6.72082  323.493  54.2336
205.25  -16.0639  319.928  45.1652
202.031  11.0375  332.88  71.7423
207.22  -0.101384  332.151  59.4708
207.34  -40.9551  314.563  20.6039
202.88  -32.4791  312.647  29.6347
201.654  -3.44126  319.795  58.2734
202.888  -25.6541  314.162  36.3408
204.487  -54.0419  309.792  8.20839
204.663  -31.7957  314.507  30.0119
206.297  -29.9008  316.596  31.5399
206.079  -15.8734  321.089  45.1252
207.873  -40.5317  315.092  20.9167
205.969  -41.0276  313.469  20.768
205.337  -20.4563  318.459  40.905
205.98  23.8353  20.2868  77.7139
207.917  -33.8354  316.99  27.3859
206.556  -30.1793  316.771  31.215
205.443  -38.6387  313.593  23.188
205.659  -43.5406  312.666  18.3605
207.187  -1.39508  331.023  58.3151
206.822  -29.1902  317.325  32.1149
205.531  -33.7339  314.844  27.9619
202.819  14.9128  342.12  74.6656
202.571  -13.7929  317.098  48.0068
207.959  -49.9551  312.781  11.7571
202.909  8.16911  331.436  68.7858
207.256  -21.3206  320.414  39.5874
201.839  -39.7315  310.396  22.6185
204.728  -45.1687  311.64  16.8981
203.625  -19.6245  316.64  42.0975
202.78  -59.7609  307.907  2.72636
207.626  43.2071  90.0941  69.9606
208.398  11.7028  349.341  68.7682
202.818  8.84097  332.024  69.4304
205.155  -32.5258  314.796  29.2096
207.569  -45.3174  313.647  16.3258
205.091  -12.6316  321.106  48.5051
205.23  -45.7672  311.879  16.2424
204.96  -30.9383  315.007  30.7952
206.315  34.7327  69.6405  76.199
206.52  20.3904  7.4976  75.8118
205.065  -42.2936  312.485  19.6699
205.6  4.4479  333.349  64.2664
206.459  -54.3173  310.88  7.71194
204.624  -18.2557  318.329  43.204
205.749  -26.9659  316.885  34.5043
205.058  9.60756  338.534  69.0342
204.6  10.7973  339.252  70.282
211.39  -38.2698  318.574  22.3389
207.104  -32.3118  316.684  29.0329
205.237  3.20416  331.377  63.3074
203.458  -40.6203  311.557  21.5396
201.266  31.4584  65.4997  81.4893
205.966  -37.2443  314.363  24.4601
203.648  -37.1536  312.393  24.9233
204.654  -7.18985  323.022  53.8306
203.603  -24.8254  315.158  37.0233
202.544  -57.3984  308.145  5.08003
202.893  -50.2031  309.474  12.1574
207.634  -23.0882  320.194  37.7936
204.794  -40.037  312.751  21.922
206.016  -0.0993727  329.985  59.9781
206.9  6.31169  338.124  65.2707
203.296  33.0296  68.6264  79.2211
203.721  18.2126  353.487  76.5992
203.058  -2.0851  323.125  59.1773
207.844  -17.5767  322.618  42.9911
206.892  -48.1265  312.513  13.6974
204.934  -63.1803  308.34  -0.817596
206.091  4.47564  334.376  64.0664
204.327  -14.909  319.135  46.5138
208.267  -23.3813  320.788  37.3432
202.32  -30.8581  312.431  31.3141
207.106  -3.24385  329.48  56.6608
205.959  -7.81588  324.737  52.8223
206.154  -33.4198  315.497  28.1502
206.343  -15.2694  321.688  45.6281
205.83  -5.94226  325.608  54.6283
203.681  38.9943  88.3756  75.09
205.571  -37.6889  313.921  24.0946
204.423  -54.6498  309.644  7.6173
204.232  23.9507  18.2319  79.2634
206.161  -22.5501  318.72  38.6842
203.503  -51.4924  309.648  10.8227
203.205  -22.6179  315.287  39.2583
200.488  -6.01974  316.594  56.0399
208.183  -59.6594  310.602  2.29545
205.97  -10.425  323.388  50.3513
206.101  -28.4646  316.813  32.9747
206.268  -56.6482  310.282  5.45529
204.482  3.13566  329.779  63.557
204.925  -26.9643  316.018  34.6772
208.436  -39.8006  315.737  21.5159
207.762  29.0332  44.6448  76.7235
203.6  4.49811  329.169  65.1573
205.093  -53.2668  310.294  8.9032
209.225  -44.1135  315.15  17.1987
207.4  -34.0629  316.458  27.2757
205.484  -2.72903  327.077  57.7552
204.828  20.0795  2.71265  76.9752
204.958  -3.30271  325.782  57.4054
204.97  -36.3306  313.719  25.5236
207.044  -24.4909  319.051  36.5978
203.989  -14.2799  318.906  47.2056
201.076  -16.712  314.174  45.4405
200.63  -3.33212  317.952  58.6297
204.168  -10.4248  320.722  50.8771
206.991  -20.5796  320.382  40.368
205.721  -23.8517  317.799  37.5295
204.635  -31.4684  314.56  30.3368
204.523  -18.1902  318.224  43.2912
207.002  -36.6561  315.398  24.8416
205.423  -58.4872  309.467  3.74462
201.748  -2.09193  320.662  59.5498
206.784  11.242  345.092  69.4158
205.813  -47.2771  311.97  14.6825
204.216  -26.018  315.517  35.7404
205.555  -20.1919  318.811  41.108
207.589  -37.8208  315.585  23.5981
207.365  -12.2068  324.483  48.2211
205.827  -7.80412  324.539  52.8769
206.795  -5.20144  327.625  54.9745
202.317  -38.8716  310.938  23.4107
206.765  -19.8659  320.382  41.1126
207.27  -25.7313  318.878  35.3483
205.533  -14.9222  320.756  46.187
206.014  -21.9473  318.755  39.3014
202.163  -42.9764  310.127  19.3742
208.023  -1.37711  332.468  57.9728
208.526  -35.7862  316.955  25.3722
205.253  -4.76295  325.371  55.9332
209.235  16.7665  1.93178  71.6449
202.381  -22.0327  314.469  39.9837
203.236  -13.666  318.082  47.9804
204.403  -22.0331  316.852  39.5865
205.034  16.4332  351.939  74.457
204.849  31.1317  56.6989  78.7962
202.946  -37.1206  311.792  25.0553
203.667  -15.6115  317.99  45.9917
207.915  -34.8978  316.679  26.3601
207.099  -52.5829  311.636  9.32276
204.632  -20.6322  317.557  40.8976
207.066  -29.8397  317.371  31.4329
204.783  34.6723  72.2852  77.3046
204.503  -14.5921  319.494  46.7756
204.565  3.21681  330.023  63.5977
205.817  -12.9402  321.987  48.0039
209.295  -44.4204  315.116  16.8894
203.542  -4.0027  322.886  57.2036
204.853  -40.8132  312.633  21.1523
205.629  3.82279  332.769  63.6947
204.743  -26.4168  315.975  35.2474
208.313  26.8492  35.2934  76.2356
206.111  -27.0761  317.232  34.3187
204.547  -18.7575  318.063  42.7357
206.402  -36.3357  314.964  25.2662
207.914  -25.5932  319.608  35.3199
207.323  4.54523  336.889  63.5348
205.161  -2.63975  326.573  57.9546
203.976  35.0815  75.5792  77.6117
208.072  8.78787  343.871  66.691
206.81  -31.5299  316.63  29.8523
204.393  -24.9147  316.009  36.7821
207.164  -3.89052  329.114  56.044
207.378  -8.39079  326.564  51.7954
207.725  -16.3133  323.021  44.2256
208.731  -18.4984  323.299  41.8478
209.729  -30.7153  319.659  29.9541
205.926  -12.1533  322.498  48.7219
205.929  -1.39101  328.821  58.827
205.314  -5.93806  324.775  54.8062
203.52  18.5368  353.944  76.9607
205.439  25.1734  25.9225  78.5459
206.343  -47.9659  312.181  13.934
208.451  -37.1273  316.501  24.0947
206.049  -56.5396  310.186  5.58633
203.887  26.0243  29.0299  80.0792
204.889  5.10487  332.552  65.1708
205.648  -57.0052  309.876  5.17437
208.072  -10.1096  326.591  49.9451
204.126  -52.8675  309.79  9.40236
203.868  -27.8099  314.687  34.054
207.923  -26.8189  319.199  34.1414
202.983  -2.04484  323.01  59.2386
207.35  -18.0862  321.793  42.6519
201.387  -3.5188  319.268  58.2664
206.79  28.0609  40.4616  77.6255
205.466  -17.3701  319.714  43.8515
209.765  27.8196  39.4659  74.9967
203.982  3.1673  328.774  63.7834
206.303  -45.8961  312.613  15.9616
206.063  -40.5982  313.643  21.1717
204.884  -8.47776  322.725  52.5349
209.379  -60.0312  311.094  1.78817
205.259  -27.3499  316.262  34.2339
205.508  -51.3126  310.933  10.7706
204.083  -36.8187  312.839  25.1872
204.199  -35.8947  313.138  26.0758
202.965  -47.0654  310.04  15.247
210.148  3.60067  340.997  61.2514
207.889  -27.699  318.869  33.3044
206.797  -53.7176  311.205  8.25533
205.142  -21.7407  317.807  39.707
203.384  61.6511  114.278  54.7649
205.933  24.8798  25.0144  78.0428
206.298  26.7631  34.2418  78.0206
201.646  38.8606  93.1032  76.162
206.198  -34.3847  315.285  27.2032
204.785  -63.247  308.262  -0.870812
205.555  10.1594  340.527  69.2354
206.309  -17.3717  320.783  43.6266
205.118  -39.8453  313.055  22.0599
204.611  -49.6677  310.684  12.4945
205.87  -14.6764  321.309  46.3293
206.714  22.2969  14.9332  76.5293
206.624  -31.0828  316.579  30.3248
205.669  -35.8482  314.446  25.8745
204.076  28.7488  44.8165  79.9631
203.913  -11.3314  319.955  50.0726
207.575  -36.5812  315.91  24.8018
205.598  -51.66  310.918  10.4191
204.132  -31.8052  313.994  30.0953
207.041  -49.6828  312.256  12.1583
207.909  -36.925  316.1  24.4017
198.744  24.2543  5.76559  83.97
206.4  4.42436  334.941  63.8766
202.831  -58.4415  308.137  4.02587
208.684  -14.447  325.13  45.6779
205.574  -18.3184  319.499  42.9104
206.444  1.86502  332.477  61.5789
208.818  22.1153  17.3271  74.6659
205.202  6.37507  334.63  66.1594
209.441  -8.84724  329.298  50.5968
206.667  -9.51609  324.881  50.9859
206.166  -22.6173  318.702  38.6182
206.042  -48.1773  311.932  13.77
204.092  -37.4169  312.721  24.5986
203.252  -22.4674  315.382  39.3965
206.679  -7.8641  325.815  52.5334
206.876  31.0749  54.122  77.1437
202.238  -20.164  314.773  41.843
205.853  -14.3048  321.443  46.6895
204.368  -7.90115  322.206  53.2384
205.518  -59.6334  309.291  2.61086
207.201  -9.22855  325.825  51.0744
207.567  -37.9228  315.539  23.5036
210.303  -46.9032  315.127  14.3085
207.847  16.0305  357.381  72.2135
205.25  -13.613  320.911  47.5203
207.111  -10.7763  324.859  49.652
206.646  -18.7012  320.682  42.261
206.16  29.2724  46.398  78.091
208.252  24.4645  25.4754  75.8974
205.456  8.96839  338.53  68.2842
201.257  8.60659  327.701  69.8459
204.995  2.49131  330.237  62.7602
201.011  9.69855  328.275  70.9478
204.421  -22.5766  316.712  39.0538
203.055  -57.6064  308.385  4.83224
203.938  -13.2149  319.239  48.248
202.839  -30.7855  312.959  31.3071
204.517  10.8724  339.168  70.3889
204.167  -21.1527  316.838  40.4937
206.858  -51.4946  311.732  10.4169
205.539  -43.5228  312.58  18.3958
204.826  -51.4237  310.486  10.7438
206.32  -2.726  328.524  57.445
204.898  -34.2408  314.142  27.5798
204.95  -45.5335  311.727  16.51
204.736  26.2659  30.97  79.3584
205.025  31.1705  56.651  78.6408
206.66  -5.28301  327.355  54.9486
203.219  -17.1022  316.903  44.6418
207.056  28.7757  43.7108  77.36
203.093  -55.1996  308.79  7.20517
205.86  -15.7874  320.838  45.2679
205.052  10.0733  339.216  69.4323
206.915  -30.6592  316.982  30.6731
199.504  14.4986  330.371  75.9338
201.999  -29.2703  312.426  32.926
206.258  -19.1636  320.032  41.9208
207.288  10.6625  345.203  68.6547
205.909  -39.2827  313.827  22.4813
207.861  3.08843  336.333  62.0034
203.739  -20.2226  316.6  41.4906
204.383  -43.7824  311.663  18.3058
204.841  -52.234  310.341  9.94625
203.776  -33.2081  313.34  28.7789
204.824  -22.7475  317.124  38.8009
206.754  33.975  66.1173  76.2334
204.793  45.6788  98.9588  69.1643
205.493  -38.475  313.672  23.3397
207.826  -41.371  314.835  20.112
203.907  25.6016  26.6425  79.9878
203.429  -52.0126  309.514  10.3173
202.66  -40.4052  310.952  21.8546
206.726  -13.2748  323.087  47.4138
210.035  36.4372  69.7847  72.7269
207.736  -34.9358  316.51  26.3611
206.001  -30.9422  316.017  30.5895
205.118  -57.4506  309.507  4.79307
204.264  -55.4726  309.406  6.82392
207.527  -34.2176  316.528  27.0995
209.247  -13.3959  326.406  46.4654
205.062  -48.9823  311.113  13.1117
205.146  -41.8224  312.648  20.1195
205.305  -10.329  322.457  50.645
203.088  -54.8706  308.84  7.53039
204.074  -52.1367  309.889  10.1273
204.964  -16.3967  319.428  44.9179
208.901  6.76148  342.636  64.5646
206.941  -10.8604  324.572  49.629
201.177  -47.005  308.8  15.4867
205.392  -45.665  312.016  16.3199
201.99  -60.054  307.472  2.49477
205.398  -16.6484  319.898  44.564
206.246  29.5438  47.646  77.9797
206.445  -28.7189  317.086  32.654
205.085  -23.4302  317.215  38.0807
204.817  -30.7701  314.909  30.9861
208.079  33.2559  61.6103  75.5085
203.766  -12.2426  319.373  49.2308
206.632  -18.1143  320.895  42.8268
207.458  -39.2219  315.105  22.2645
204.276  2.57491  328.864  63.1234
205.112  -34.9775  314.16  26.8226
207.843  -21.1648  321.152  39.5761
204.147  -38.687  312.503  23.3435
203.185  -36.4934  312.121  25.6397
205.562  16.1222  352.459  73.8798
203.824  -21.6106  316.295  40.1196
206.294  -23.8666  318.433  37.3815
206.484  -26.9664  317.655  34.3416
208.73  -42.9929  315.092  18.3739
200.985  -34.1506  310.554  28.2391
204.632  -52.1298  310.233  10.0724
206.462  21.2675  10.556  76.2902
204.54  -22.4197  316.895  39.1812
206.641  -17.4341  321.176  43.4753
205.672  -20.1865  318.955  41.0844
200.508  29.8939  57.0872  82.7346
204.131  -38.2295  312.585  23.795
204.802  -37.4137  313.33  24.4909
206.383  -42.3396  313.485  19.4201
203.475  0.554909  325.663  61.5376
203.378  -12.0877  318.87  49.4769
207.95  -57.112  311.08  4.80076
204.014  -51.9079  309.893  10.359
206.663  18.397  1.32034  74.5839
208.044  -41.9901  314.841  19.4718
204.883  -61.4385  308.641  0.898232
202.413  -52.9854  308.738  9.45436
205.3  -7.3151  323.982  53.5097
204.146  -2.08564  325.125  58.8264
206.989  2.54774  334.156  61.9427
206.335  -57.2418  310.194  4.86707
204.524  -14.0305  319.741  47.312
205.991  -48.7723  311.771  13.195
206.547  -21.347  319.582  39.7471
205.913  -29.4842  316.333  32.0243
201.657  -33.2241  311.342  29.0717
207.28  -22.2135  320.113  38.7251
203.497  -50.7124  309.777  11.5923
202.099  -51.951  308.701  10.5057
204.518  -30.9626  314.569  30.8525
207.621  -35.136  316.352  26.1913
203.487  -45.4046  310.698  16.8244
204.594  -26.2687  315.856  35.4216
206.756  11.9151  346.225  69.9627
208.03  -55.206  311.571  6.64363
203.797  -25.5132  315.193  36.314
204.735  14.2709  346.031  73.0318
208.352  -21.8464  321.47  38.7833
207.28  -25.8874  318.837  35.1956
209.071  -6.8853  330.034  52.5396
207.06  -51.7097  311.809  10.1794
203.657  -2.0751  324.238  58.9977
205.012  -15.6263  319.783  45.6482
204.807  -22.4901  317.183  39.0548
204.733  -33.21  314.233  28.6166
205.85  -18.2939  319.853  42.8632
203.732  28.7634  45.1104  80.2609
