#  RA  Dec  l  b
204.708  -35.6792  313.637  26.2047
203.715  -4.7839  322.752  56.407
206.01  -5.942  325.898  54.5664
205.283  19.0606  360.283  76.0258
203.842  -54.3254  309.366  7.99584
205.844  -28.9711  316.408  32.5372
209.453  -41.3624  316.093  19.8058
206.629  -4.03899  328.129  56.1136
205.405  -48.4455  311.449  13.5937
206.487  4.3823  335.068  63.7986
203.741  -55.3804  309.127  6.96626
205.11  -0.756894  327.813  59.7257
205.16  -48.2833  311.318  13.7849
207.216  -18.935  321.286  41.88
207.147  -46.4211  313.084  15.3202
204.254  -27.0541  315.285  34.7212
201.984  -53.3173  308.431  9.16374
202.952  -2.81047  322.506  58.5179
207.276  -35.6246  315.913  25.7884
204.05  -5.93566  322.698  55.2082
205.499  -44.0124  312.444  17.9227
207.533  12.0974  348.26  69.6201
206.705  -1.97461  329.74  57.9844
206.823  -9.55225  325.091  50.8998
204.873  -4.07697  325.148  56.707
205.997  -21.8535  318.766  39.3963
204.038  -42.0856  311.733  20.02
207.498  -41.6025  314.522  19.9469
205.748  18.703  360.223  75.4595
209.346  -14.5366  325.941  45.3675
207.366  -29.9688  317.627  31.2407
204.441  24.9096  383.478  79.3629
203.175  -20.9866  315.695  40.8597
205.476  -14.532  320.839  46.5768
203.212  -7.36541  320.608  54.0784
203.738  38.8131  447.783  75.1983
204.337  -38.6586  312.667  23.343
205.757  -42.9679  312.866  18.9056
204.773  -39.8684  312.77  22.0904
206  -28.6427  316.659  32.8232
203.907  38.1383  445.595  75.6091
207.02  -56.2692  310.771  5.73702
205.426  -19.3699  318.941  41.9331
203.637  -48.1245  310.32  14.1272
209.052  -39.9284  316.191  21.2688
206.516  -40.4416  314.04  21.2481
203.747  -57.8561  308.71  4.52557
204.713  -48.3361  311.007  13.7901
205.24  -10.3049  322.373  50.6872
204.904  -37.8822  313.312  24.0159
201.443  6.50148  326.053  67.818
204.65  -7.5426  322.832  53.4963
203.383  -23.5752  315.239  38.2878
204.993  17.1719  353.831  75.0038
200.997  8.57638  326.975  69.9134
205.349  -0.754738  328.253  59.6374
202.469  -12.3892  317.432  49.3967
207.522  -17.8039  322.123  42.8708
204.69  -65.0382  307.893  -2.62402
203.228  -46.0163  310.405  16.2522
203.842  -32.9074  313.468  29.0633
207.211  -4.64609  328.665  55.3305
205.662  -6.53563  324.991  54.1274
206.425  -54.0302  310.921  7.99679
204.5  -39.5258  312.62  22.4676
205.357  11.5506  342.34  70.4942
204.761  9.33301  337.437  68.9516
203.077  -45.6616  310.358  16.6193
207.631  -43.8859  314.046  17.706
206.215  -27.3665  317.253  34.0144
206.565  -26.8145  317.786  34.4701
205.813  -56.4909  310.068  5.66033
206.904  -49.4032  312.231  12.4507
202.754  39.007  450.612  75.5348
207.18  -45.734  313.27  15.9839
206.72  -54.9235  310.898  7.08754
208.329  -52.4856  312.396  9.24436
206.518  -7.13963  325.988  53.2679
204.81  -27.4221  315.772  34.2542
206.734  -45.8816  312.921  15.9101
201.744  -14.3258  315.76  47.6582
208.107  -22.9192  320.783  37.8282
205.943  -38.9917  313.924  22.7595
204.122  -32.2504  313.882  29.6609
206.114  31.8979  418.572  77.5301
202.367  -33.9348  311.876  28.275
208.462  -36.9374  316.565  24.2756
205.836  0.555092  330.19  60.6492
202.987  -33.6133  312.516  28.5027
204.605  14.2673  345.686  73.1078
204.464  17.8846  354.517  75.86
204.001  -46.2835  310.906  15.8964
204.206  -36.985  312.91  25.0051
202.746  -42.6455  310.63  19.6336
203.241  -51.7523  309.441  10.5932
200.972  -4.69258  317.984  57.2273
206.875  -10.5039  324.662  49.9866
208.282  -53.0869  312.222  8.66749
202.175  -4.73953  320.098  56.8845
203.804  -14.5754  318.543  46.9644
201.891  -44.5965  309.666  17.8018
203.876  10.904  337.609  70.7467
206.239  -13.8804  322.15  46.9837
205.58  -6.16857  325.071  54.5005
206.297  -42.1188  313.471  19.6494
205.963  -1.99014  328.438  58.2612
200.642  -49.2972  308.129  13.2596
207.838  -15.7321  323.427  44.7411
205.1  -38.21  313.404  23.6633
204.563  -25.681  315.984  36.0007
209.911  -48.8894  314.313  12.4681
206.091  -54.846  310.558  7.23921
203.552  8.85305  333.871  69.1139
205.311  -10.2815  322.489  50.6886
203.66  -23.4335  315.593  38.3731
203.674  11.0087  337.253  70.9386
202.284  -8.82293  318.486  52.9059
203.708  -28.3491  314.389  33.5548
206.972  13.9481  350.714  71.3675
203.303  -34.4886  312.63  27.5945
202.821  -10.7071  318.577  50.9496
205.003  -52.3192  310.423  9.8438
206.342  -7.85913  325.303  52.6534
206.4  -54.2171  310.867  7.81721
207.363  -34.8991  316.189  26.4738
206.172  13.4462  347.84  71.5069
207.154  6.37603  338.718  65.1947
207.07  -23.9046  319.28  37.1552
201.87  -15.786  315.501  46.2037
204.124  -36.3845  312.967  25.607
205.225  -16.368  319.78  44.8787
207.106  -51.5149  311.881  10.363
206.811  30.735  412.69  77.2789
206.026  -15.8935  321.012  45.1205
204.282  -29.3894  314.722  32.4334
207.799  -51.0995  312.406  10.6686
205.274  -42.4449  312.613  19.4906
204.228  -41.667  311.963  20.4052
204.883  -53.2393  310.175  8.95403
207.144  -40.8539  314.435  20.7372
207.256  3.08635  335.199  62.2935
200.901  -49.4442  308.283  13.0925
203.663  -38.453  312.145  23.6437
205.053  10.3074  339.578  69.6293
205.514  -30.3861  315.692  31.2275
206.673  -14.5181  322.45  46.2483
206.65  -41.0212  314.006  20.6605
207.497  -36.2613  315.931  25.1271
204.878  8.22267  336.192  67.9332
204.735  -46.1007  311.46  15.9823
207.078  -52.7983  311.575  9.11539
209.19  -16.428  324.809  43.6504
203.651  5.79566  330.56  66.3233
207.517  28.9804  404.49  76.9415
205.863  -41.7468  313.221  20.0825
208.433  0.541376  334.853  59.4949
206.246  -36.5348  314.779  25.1011
207.498  -12.7279  324.405  47.6867
201.609  38.326  451.894  76.6155
207.155  -23.388  319.553  37.6303
204.89  -39.0977  313.033  22.8276
207.13  -25.977  318.648  35.1457
205.193  -36.7169  313.824  25.1084
206.284  -47.7054  312.198  14.197
207.777  14.2387  353.086  71.0369
205.764  -9.72169  323.436  51.0827
206.905  -29.4468  317.331  31.8483
203.596  29.6739  410.526  80.2234
202.956  -25.963  314.162  36.0259
206.16  -22.3525  318.785  38.8751
204.782  -32.3657  314.482  29.4333
205.114  -44.0284  312.156  17.9628
204.621  10.3157  338.554  69.8628
205.474  10.8242  341.398  69.8316
204.096  -15.624  318.562  45.8785
207.538  -43.4467  314.088  18.1486
204.064  -17.9436  317.723  43.6365
207.65  -61.8468  309.843  0.227619
207.314  -12.1142  324.458  48.3251
204.449  -44.4426  311.581  17.6484
204.833  -45.2327  311.704  16.8209
205.798  -44.8876  312.474  17.0223
206.973  6.18447  338.115  65.1245
209.523  -31.5445  319.184  29.214
204.201  -48.6059  310.612  13.5874
203.441  9.17995  334.026  69.4543
205.059  -42.0475  312.532  19.912
204.638  34.4332  431.662  77.5346
208.051  -44.8962  314.096  16.6533
204.323  16.019  349.007  74.622
201.968  1.92188  323.56  63.3244
202.857  -36.7517  311.785  25.4311
205.282  -14.1108  320.748  47.0339
203.919  -59.8157  308.465  2.57922
204.513  0.559812  327.688  61.1702
204.871  -41.5104  312.5  20.4662
206.779  -51.2778  311.731  10.6393
205.494  -18.3248  319.397  42.9246
204.469  -44.936  311.499  17.1612
205.394  -39.7171  313.308  22.1415
203.414  -16.6732  317.297  45.0171
207.565  -34.2418  316.556  27.0681
208.536  -38.0129  316.319  23.2223
202.29  14.6521  339.964  74.7414
204.633  -19.2384  318.009  42.2497
208.016  -30.1347  318.208  30.9314
207.168  -59.0915  310.228  2.96624
206.343  5.0258  335.484  64.4323
202.846  -4.22031  321.542  57.2004
207.841  -39.7911  315.263  21.6404
202.34  6.38176  328.112  67.3801
204.268  -30.2326  314.501  31.6112
204.449  30.6278  414.694  79.2717
205.662  -49.2336  311.457  12.7877
208.079  -17.6944  322.856  42.8088
204.372  -51.8712  310.121  10.3558
204.467  8.96905  336.235  68.7827
206.05  -33.0414  315.501  28.5385
206.529  -13.5103  322.71  47.2499
204.889  -17.7797  318.83  43.6008
207.839  -19.1536  321.95  41.4939
202.519  -53.2254  308.765  9.20753
205.353  -25.3841  316.927  36.125
205.982  2.5446  332.227  62.3918
204.684  -28.8806  315.258  32.8557
208.9  -47.1766  314.101  14.298
209.25  -42.5061  315.614  18.7444
206.209  2.54427  332.665  62.292
205.638  -20.5821  318.777  40.7109
203.5  15.726  345.991  74.9133
204.224  -22.9073  316.387  38.7731
205.281  -27.6783  316.194  33.9098
205.077  -26.9901  316.171  34.6213
207.271  -0.101247  332.241  59.4486
205.099  -37.0726  313.661  24.7763
204.381  11.5198  339.888  71.0057
205.504  -37.131  313.995  24.6509
205.426  -44.2642  312.337  17.6869
202.195  -24.0712  313.759  38.0136
203.416  -10.5564  319.535  50.9482
205.693  14.9085  349.854  72.9127
206.856  0.540683  332.052  60.2072
204.621  -42.3459  312.131  19.6832
203.858  13.2863  341.706  72.7554
208.632  -67.2345  308.986  -5.10828
205.349  -46.5616  311.798  15.4475
201.224  -13.1874  315.359  48.8748
205.078  -23.182  317.282  38.3232
207.634  -39.6416  315.137  21.8245
205.847  -17.5705  320.121  43.5597
204.388  6.62128  333.118  66.7503
205.34  -36.3966  314.026  25.3966
207.135  -7.66361  326.626  52.5604
203.499  -32.7883  313.17  29.2354
205.806  -57.5155  309.858  4.65732
200.778  -35.3554  310.173  27.0701
203.827  -27.6999  314.671  34.1691
206.368  -59.881  309.661  2.28205
203.97  -20.3596  316.841  41.3081
209.441  37.1009  432.525  72.8185
206.337  -35.5941  315.097  26
205.808  -60.6808  309.226  1.55556
204.591  -30.7267  314.699  31.0697
206.195  -2.74948  328.293  57.4711
203.601  -4.04071  322.967  57.1496
203.111  -34.668  312.418  27.4466
205  -45.7125  311.727  16.3276
207.834  -26.6874  319.151  34.2898
206.535  -57.7433  310.195  4.35414
205.77  -40.6326  313.402  21.1861
204.811  -20.1446  317.93  41.3299
206.288  -47.5532  312.235  14.3451
206.036  17.8182  358.211  74.6916
204.617  -27.2536  315.615  34.4564
205.418  -25.0317  317.102  36.4532
206.533  -12.1819  323.338  48.5099
206.286  9.14626  340.642  67.9931
205.607  28.6762  403.708  78.6345
205.837  -9.05701  323.885  51.6895
205.975  -39.5305  313.823  22.2283
206.291  -18.9836  320.14  42.0851
208.16  -44.1758  314.36  17.3326
204.255  -32.6283  313.921  29.2682
203.706  -48.3065  310.334  13.9399
204.13  -42.5026  311.722  19.5976
204.837  -19.8739  318.05  41.5864
209.965  -27.7309  320.953  32.7342
202.086  21.9486  363.231  80.1421
201.401  -38.9207  310.162  23.4703
205.275  27.3585  396.965  78.9641
201.597  10.6069  331.064  71.543
207.237  -29.0422  317.783  32.1647
205.843  -38.405  313.98  23.3491
201.974  21.5817  361.133  80.0198
206.561  -33.7851  315.773  27.7155
204.234  -7.33422  322.275  53.8193
207.938  -2.65748  331.301  56.854
209.968  -48.6221  314.423  12.7156
205.715  -44.0524  312.596  17.8514
206.791  -46.1967  312.888  15.5941
206.8  -22.7813  319.367  38.3034
204.069  -30.6537  314.203  31.2341
206.015  21.3592  370.06  76.7012
202.909  10.9102  335.092  71.2265
208.12  -10.6464  326.36  49.4274
202.276  -60.0723  307.611  2.45623
204.65  2.5665  329.614  62.968
206.762  -9.63446  324.958  50.8427
205.525  24.2701  381.677  78.2409
205.498  20.4316  365.528  76.6481
206.518  0.537706  331.434  60.3495
205.489  -47.4566  311.71  14.5514
207.025  -37.1133  315.298  24.3932
205.495  -26.2292  316.832  35.2737
206.585  -19.0725  320.465  41.9215
206.136  21.3504  370.259  76.5973
207.204  30.8161  412.707  76.9316
203.908  -37.727  312.499  24.3216
206.798  -26.1912  318.228  35.0181
205.707  -2.70625  327.481  57.6945
211.221  4.24739  343.591  61.1787
207.601  -24.8021  319.548  36.1588
205.009  -44.3531  312.011  17.6594
205.147  -24.7495  316.889  36.7858
205.378  -43.4606  312.473  18.4808
207.086  18.894  363.717  74.5506
203.932  -30.7834  314.038  31.1306
206.446  -44.2336  313.093  17.5624
202.716  -14.424  317.091  47.3602
209.83  -34.2357  318.576  26.5643
202.014  -52.2129  308.609  10.2542
202.98  17.3649  348.775  76.4826
203.588  11.1086  337.189  71.0673
207.776  0.538591  333.699  59.7965
204.777  17.836  355.19  75.608
206.488  -63.9539  308.866  -1.71282
207.624  -12.7797  324.551  47.5968
205.807  -9.11976  323.807  51.6397
204.754  -23.9651  316.683  37.6321
208.135  -40.3536  315.347  21.0395
202.444  -17.2282  315.848  44.6793
203.896  -6.51667  322.141  54.6995
204.656  -37.7748  313.126  24.1604
206.797  -44.4931  313.289  17.2536
208.857  -24.8704  320.871  35.7613
207.66  -38.2397  315.531  23.1784
205.456  -8.74384  323.469  52.1066
204.734  -7.18737  323.151  53.8085
204.574  -44.8521  311.592  17.2294
204.394  -44.2704  311.575  17.8249
208.05  -33.4537  317.223  27.7252
207.774  -9.64055  326.429  50.4884
206.259  36.7245  436.487  75.1474
202.741  7.24955  329.98  68.0201
205.88  1.197  330.816  61.2161
200.652  44.4392  465.071  71.5927
204.676  -24.5122  316.437  37.1162
204.351  -12.7779  319.997  48.5642
206.437  -22.3882  319.09  38.7725
204.152  -41.3129  311.975  20.7636
206.159  3.10797  333.113  62.819
204.186  -48.5104  310.62  13.6831
205.081  -34.6898  314.201  27.1091
205.456  16.0385  351.987  73.8916
209.08  -25.1815  320.991  35.4036
204.897  -48.2434  311.149  13.8578
207.459  -8.86991  326.408  51.3195
202.682  -5.4727  320.624  56.0428
205.115  -13.5694  320.743  47.5991
201.877  30.3542  417.248  81.4642
203.183  -12.1753  318.553  49.4392
204.524  12.7748  342.481  71.9633
207.142  -43.8141  313.704  17.8585
207.702  -54.613  311.525  7.26422
