#  RA  Dec  l  b
206.314  -61.0928  309.383  1.10219
203.789  -29.3038  314.243  32.6052
205.735  -34.058  314.949  27.6083
204.555  -28.8077  315.145  32.9514
207.91  16.673  359.13  72.5832
207.399  -32.4513  316.919  28.8349
207.002  -18.3313  321.265  42.5168
203.556  -17.3369  317.267  44.3399
203.191  -48.9667  309.875  13.3465
203.136  -55.4104  308.781  6.99311
207.019  -20.7162  320.364  40.2296
206.676  14.7273  351.752  72.1318
203.345  -18.4759  316.638  43.2761
205.741  -23.7971  317.839  37.5777
202.768  3.89658  326.811  64.9139
205.204  -32.0928  314.95  29.6232
205.386  -49.3803  311.246  12.6801
205.316  25.2222  26.0423  78.6647
203.275  -19.2408  316.321  42.5445
207.041  -32.4573  316.583  28.9053
204.776  -34.0859  314.066  27.7524
202.716  -44.0768  310.364  18.2246
205.78  -14.0904  321.436  46.9151
204.984  -0.764913  327.574  59.7654
202.405  -61.935  307.399  0.604456
204.417  -50.2345  310.451  11.9604
201.64  -42.8067  309.752  19.5989
209.511  -34.2798  318.279  26.598
204.23  -17.9712  317.926  43.5716
199.536  -32.821  309.383  29.7155
204.258  -12.1426  320.123  49.2006
206.712  -17.3476  321.301  43.538
207.049  -8.52966  325.993  51.7816
207.064  -44.25  313.541  17.4473
204.337  -36.6106  313.104  25.352
204.239  17.6951  353.349  75.8857
202.391  -28.1268  313.069  33.9928
205.917  -31.3055  315.837  30.2532
207.133  13.4035  349.934  70.8603
206.167  11.3852  343.953  69.8941
203.247  -35.4101  312.392  26.6966
205.293  -37.8184  313.655  24.0148
207.614  3.04516  335.829  62.0858
202.995  -26.919  313.978  35.081
206.929  1.20864  332.78  60.7756
206.422  -9.12834  324.725  51.4324
203.388  10.7652  336.136  70.8698
207.388  -46.9941  313.115  14.7245
206.604  -4.70323  327.642  55.5077
207.601  46.5851  95.9369  67.3329
206.164  11.985  345.009  70.375
204.825  -45.6829  311.608  16.3802
203.741  -12.8923  319.083  48.6091
201.592  2.68692  323.293  64.1684
209.203  -0.727073  335.008  58.0134
204.394  -31.3214  314.362  30.5235
207.978  -42.7825  314.585  18.7158
203.473  -35.3101  312.615  26.7615
202.645  -20.3094  315.236  41.6246
207.226  -13.278  323.766  47.2548
207.097  -39.3102  314.788  22.246
205.331  -4.70478  325.537  55.9612
206.073  -53.0951  310.912  8.95494
204.896  -13.6393  320.411  47.5911
205.492  -39.1315  313.52  22.6984
204.823  -24.4865  316.608  37.1103
205.85  -50.3627  311.344  11.6575
204.921  16.3153  351.342  74.4482
205.342  -48.6215  311.371  13.4296
203.087  26.2009  29.4449  80.8163
205.16  -4.08576  325.632  56.6012
207.224  38.8419  80.8594  73.2364
204.159  -58.6882  308.781  3.66853
202.505  -38.6335  311.137  23.622
206.588  -52.911  311.257  9.06993
206.506  -27.2801  317.581  34.0332
205.048  -44.3912  312.032  17.6166
206.431  -49.0339  312.005  12.8783
203.913  -22.5674  316.125  39.1682
204.524  1.19246  328.207  61.7522
205.701  -44.0454  312.587  17.8604
205.189  30.4618  52.9853  78.7002
208.219  -50.3555  312.849  11.3285
202.694  -20.5231  315.238  41.4061
208.136  -49.9086  312.905  11.7751
204.814  13.776  345.194  72.5962
204.626  -50.3163  310.57  11.8553
204.935  -42.3069  312.382  19.676
207.461  3.11718  335.617  62.2226
206.257  -32.8638  315.741  28.6707
206.118  -52.088  311.15  9.93466
203.789  -28.3834  314.464  33.5068
206.611  5.17881  336.198  64.4363
208.503  -46.7587  313.938  14.7705
207.683  -46.5856  313.416  15.0746
207.75  -43.2258  314.3  18.3263
204.919  32.4595  62.8328  78.2661
204.585  -43.1081  311.949  18.9402
209.86  -49.3761  314.147  12.0081
208.346  2.44714  336.556  61.2067
207.245  -41.7404  314.292  19.8576
204.795  13.2439  344.073  72.1857
206.062  20.8924  8.39621  76.4358
203.568  -54.5576  309.168  7.794
204.47  -48.535  310.805  13.6247
204.676  -50.2953  310.606  11.8701
206.115  1.22907  331.287  61.1464
203.747  23.2241  13.6946  79.4068
205.162  -54.5368  310.089  7.64886
205.86  15.3966  351.398  73.16
206.187  -13.2935  322.341  47.5582
205.456  -39.4401  313.421  22.4024
203.764  -18.4261  317.186  43.2344
204.31  21.9233  8.84503  78.3625
207.571  -31.1607  317.463  30.0442
205.247  -29.1995  315.744  32.4357
207.053  19.5034  5.57026  74.9169
205.672  -53.0853  310.675  9.01342
202.785  -48.598  309.664  13.7534
205.52  -36.851  314.075  24.9218
203.272  -31.749  313.177  30.2921
207.051  -46.1473  313.082  15.6018
206.395  23.2261  18.2261  77.1527
200.679  19.6805  348.484  79.6634
206.938  -39.9552  314.497  21.6477
203.305  -43.7296  310.865  18.497
206.155  -6.70551  325.675  53.8004
207.485  -12.2364  324.633  48.1539
202.175  -25.5622  313.397  36.5506
205.169  27.9702  40.1734  79.0583
206.938  26.046  31.1986  77.3707
204.84  11.5814  341.138  70.8074
208.029  36.8625  73.8928  73.9028
203.362  -53.4534  309.232  8.903
205.662  -14.0324  321.299  47.004
204.969  -6.80012  323.734  54.1029
206.247  -33.716  315.504  27.8442
208.526  -41.5418  315.33  19.8153
207.74  -51.972  312.164  9.82856
207.372  -35.7968  315.95  25.6023
204.926  4.42571  331.93  64.5441
202.933  -21.3684  315.299  40.5331
205.02  3.74434  331.453  63.8883
205.595  -42.5404  312.837  19.3486
207.964  -25.5626  319.673  35.3363
206.735  -54.7673  310.941  7.23816
207.818  -41.0454  314.914  20.429
205.517  19.582  2.57398  76.158
203.728  -46.9018  310.601  15.3208
204.701  -30.6049  314.837  31.1687
207.072  -21.5355  320.122  39.4302
204.284  -47.6247  310.852  14.5423
200.723  -26.6791  311.579  35.6635
203.902  -59.3009  308.544  3.08797
203.944  -57.8244  308.819  4.53884
207.094  -29.7205  317.435  31.5418
202.962  28.8125  45.9599  80.9228
205.444  -36.9199  313.993  24.8674
203.938  12.9721  341.321  72.453
208.192  10.6779  347.121  68.1153
205.841  -27.7053  316.766  33.767
202.379  -7.41434  319.226  54.2477
205.622  -50.5101  311.168  11.5426
204.699  -34.7263  313.847  27.1389
204.438  -18.667  317.956  42.8488
204.732  -44.6084  311.756  17.4473
201.683  -21.1649  313.843  40.9573
207.461  -23.7609  319.761  37.1939
207.359  -15.9881  322.697  44.6454
209.404  -14.4826  326.044  45.3974
204.617  42.4402  93.9094  71.938
204.482  -27.2875  315.464  34.4496
207.371  17.9165  1.39956  73.758
206.302  -30.5996  316.404  30.8608
204.51  -59.6639  308.785  2.67646
204.038  -53.8432  309.565  8.451
202.35  -17.0082  315.788  44.9132
206.109  -37.2767  314.477  24.4032
203.141  5.19717  328.817  65.9796
203.13  -50.9045  309.512  11.4409
204.21  -36.6271  312.99  25.3556
206.071  -33.1441  315.493  28.4346
201.591  2.55953  323.199  64.0478
203.175  5.22349  328.918  65.9906
204.136  -6.10302  322.75  55.023
201.726  -6.05496  318.718  55.7253
205.412  -16.8687  319.832  44.3484
202.648  26.7354  32.5732  81.2669
206.988  12.6252  348.071  70.3672
208.871  -53.1613  312.55  8.50923
203.335  -47.9208  310.15  14.3621
205.873  21.0417  8.57751  76.6626
205.378  11.9938  343.17  70.8424
205.208  -23.5485  317.318  37.9387
206.08  -32.6581  315.63  28.9055
208.819  -35.6854  317.239  25.4055
203.852  19.9288  359.689  77.6248
203.888  -7.98841  321.402  53.2932
204.897  -32.5415  314.548  29.241
206.175  -27.8375  317.072  33.5667
207.597  -41.6243  314.592  19.908
205.925  -15.5532  321.018  45.4744
206.496  -9.62047  324.573  50.9442
204.538  34.2504  71.1503  77.7028
204.984  14.6986  347.609  73.2079
205.244  19.6244  2.08628  76.3926
205.365  -7.16534  324.166  53.6306
206.847  -53.4932  311.283  8.46801
209.078  3.7235  339.247  61.9303
206.129  -29.418  316.567  32.0437
205.457  -17.4196  319.684  43.8062
203.022  -53.059  309.093  9.32509
202.418  -14.1499  316.764  47.6917
204.444  39.8301  88.7343  74.0714
204.033  -13.0587  319.434  48.3752
205.065  -48.8554  311.14  13.2358
205.523  -24.0931  317.504  37.3403
204.565  -23.3224  316.657  38.2976
204.162  -48.176  310.666  14.0149
206.869  20.9748  10.2301  75.8175
205.547  -6.06865  325.077  54.6056
205.243  34.7139  71.5251  76.964
204.828  -10.3684  321.732  50.7467
204.409  -13.2213  319.9  48.1218
204.956  -43.0614  312.239  18.9334
207.507  -14.5087  323.56  46.0023
206.408  -14.7196  322.01  46.134
201.226  -35.131  310.616  27.2403
207.06  -31.106  316.991  30.2093
209.749  -36.3589  317.829  24.5499
205.969  -16.3848  320.739  44.6654
203.018  -17.7658  316.435  44.0373
202.169  -41.2653  310.412  21.0643
209.881  -36.8609  317.784  24.0383
208.729  -22.1424  321.779  38.3939
204.742  6.41556  333.672  66.4072
204.649  1.86027  329.002  62.3201
205.688  -14.5923  321.099  46.4607
206.839  -7.3796  326.343  52.9306
206.256  -40.7751  313.754  20.967
204.34  -12.6411  320.037  48.6987
206.82  28.1593  40.9174  77.5968
205.392  -48.6265  311.403  13.4182
205.23  -17.9362  319.206  43.3656
208.521  8.73615  344.689  66.3854
202.192  -51.122  308.882  11.3173
207.085  -13.035  323.691  47.5293
205.256  -41.0864  312.893  20.8234
204.087  -32.0514  313.894  29.8618
205.135  -45.7143  311.823  16.3073
203.685  -28.2007  314.401  33.7042
202.116  -36.6006  311.163  25.6781
203.26  3.81817  327.813  64.6604
203.814  -19.123  317.03  42.5453
203.951  -27.0677  314.96  34.765
205.995  -14.82  321.416  46.1567
205.609  -21.8852  318.305  39.4585
208.431  -40.292  315.597  21.042
207.807  0.547321  333.762  59.7902
207.312  -12.7633  324.133  47.7137
206.754  -34.4436  315.77  27.0379
201.885  -41.322  310.176  21.0407
208.086  -29.4097  318.509  31.6122
204.55  17.8365  354.6  75.7674
208.351  -16.1062  323.908  44.2262
205.417  -13.0909  321.365  47.9741
207.686  -39.4376  315.233  22.0124
203.724  -36.1623  312.662  25.8863
205.614  -23.6993  317.728  37.7014
203.259  -36.299  312.225  25.8203
207.466  -7.17217  327.429  52.8972
204.889  -27.8905  315.729  33.7819
202.973  29.1242  47.8944  80.8638
203.69  -26.1797  314.906  35.6819
206.482  -22.5558  319.084  38.6
206.129  -51.0619  311.373  10.9369
205.461  -24.1425  317.419  37.3063
204.583  -41.5847  312.258  20.4356
203.792  1.23227  326.795  62.0602
205.88  -10.0998  323.419  50.6877
206.388  -40.4777  313.93  21.2347
204.252  31.731  60.5401  79.0707
208.275  38.0809  77.0457  73.0546
211.54  -11.0484  330.792  47.7392
208.935  -23.4957  321.477  37.0486
207.462  -5.10813  328.755  54.8073
203.988  -34.8999  313.166  27.0849
203.644  -31.4251  313.609  30.55
206.494  -52.7205  311.242  9.26816
208.924  37.7801  75.2101  72.8042
205.167  -20.6614  318.188  40.7466
206.902  31.5963  56.3408  76.9837
206.217  -39.7717  313.961  21.9522
206.311  -29.8869  316.614  31.5503
206.047  -47.1241  312.163  14.7991
208.862  -60.9486  310.619  0.963266
204.816  -29.2152  315.305  32.5041
206.183  -14.7428  321.699  46.177
203.441  -43.8026  310.954  18.4081
203.75  -2.73696  323.998  58.3411
202.912  -17.9915  316.232  43.8386
206.622  -25.0535  318.406  36.1578
204.789  -20.8093  317.688  40.6904
208.314  -31.8701  317.948  29.1917
206.217  -34.109  315.374  27.4677
203.702  -30.7323  313.823  31.2198
207.939  46.0471  94.6079  67.6244
203.646  -55.1048  309.12  7.24696
206.622  -2.6899  329.066  57.361
208.736  9.23545  345.875  66.6529
204.273  -40.0989  312.316  21.9387
206.84  -0.733693  330.95  59.0609
207.49  -34.1741  316.507  27.1494
202.961  -6.74171  320.487  54.7463
201.436  -27.2066  312.247  35.0434
206.129  -42.6593  313.218  19.1489
204.611  -14.3222  319.746  47.0084
208.34  7.96458  343.208  65.8681
204.976  9.48475  338.163  68.9718
209.165  18.5301  6.5292  72.7114
202.72  9.94341  333.211  70.4596
208.676  -25.8653  320.315  34.8609
202.548  -27.7202  313.322  34.3678
202.221  -34.4353  311.648  27.8013
205.629  -45.2356  312.277  16.7065
210.805  -41.0492  317.224  19.8207
205.25  -6.04367  324.61  54.7277
208.795  -40.1241  315.931  21.1322
207.506  -33.6319  316.676  27.6705
206.347  -20.4245  319.677  40.6857
207.719  -41.4829  314.723  20.023
205.118  20.7992  6.06459  77.1448
206.797  27.3163  36.9893  77.6109
204.813  13.427  344.482  72.3209
204.829  10.2572  338.966  69.7048
204.884  -16.7194  319.206  44.6264
208.989  -33.6448  318.014  27.3293
206.8  -11.4746  324.059  49.0952
208.596  40.7338  83.2971  71.2022
204.374  51.3879  106.277  64.226
205.86  -61.5412  309.079  0.707577
205.051  -3.32518  325.929  57.3521
206.943  5.00544  336.663  64.1226
207.613  -39.2404  315.226  22.2175
204.02  17.8466  353.203  76.1404
206.606  -26.7682  317.844  34.5054
204.658  -33.6923  314.05  28.1578
200.818  -31.6562  310.805  30.7279
207.08  29.9924  49.1877  77.1955
207.073  22.024  14.4536  76.1148
205.521  -33.7684  314.826  27.9302
206.345  -40.8091  313.816  20.9189
205.745  -43.2174  312.801  18.6636
206.788  -39.2251  314.559  22.3845
207.016  28.2289  41.2173  77.4224
203.276  -58.3201  308.387  4.10902
206.54  -40.4037  314.069  21.2808
206.42  -52.0117  311.35  9.97033
206.333  -5.99089  326.387  54.4072
205.419  -18.25  319.331  43.0155
205.141  -14.5747  320.369  46.6263
207.357  -20.181  320.965  40.6504
206.325  3.14118  333.469  62.774
203.84  -12.8973  319.222  48.5796
204.419  -40.3378  312.385  21.6829
205.019  -45.4331  311.797  16.599
203.944  6.54374  332.027  66.8761
204.718  -29.8977  315.031  31.8565
206.489  3.18473  333.831  62.738
205.143  1.21441  329.425  61.532
204.372  -31.0803  314.398  30.7634
203.802  -13.5866  318.906  47.9223
203.203  18.537  353.019  77.1787
207.724  6.9386  340.583  65.3659
203.491  21.5972  5.47506  78.854
207.09  -30.4188  317.223  30.8676
207.29  1.18796  333.42  60.5957
205.777  -28.573  316.453  32.9377
204.069  -48.845  310.481  13.3677
205.152  -23.4126  317.296  38.0831
202.859  -14.9176  317.126  46.8482
202.503  -30.1751  312.752  31.9594
208.072  -29.9585  318.319  31.0877
202.896  -36.7792  311.813  25.3986
203.301  -7.35192  320.76  54.067
206.423  -41.4418  313.727  20.2891
205.381  6.45988  335.119  66.1494
203.374  4.54706  328.721  65.2904
206.385  3.89528  334.353  63.4161
205.595  -50.903  311.071  11.1612
206.646  -32.1043  316.312  29.3297
204.22  -50.9648  310.191  11.2646
204.234  -14.6138  319.118  46.8223
205.303  -23.9002  317.317  37.5764
205.483  -48.1484  311.563  13.8745
204.001  -44.0316  311.329  18.1116
205.116  -5.84678  324.505  54.9574
205.807  -9.65965  323.532  51.1279
206.653  -49.8693  311.964  12.0315
206.272  16.8109  355.946  73.8616
203.001  15.1848  343.268  74.7815
203.396  -25.2165  314.828  36.6791
206.117  -45.8123  312.5  16.0711
207.916  -16.3182  323.261  44.1622
205.047  1.24159  329.264  61.5947
205.129  -3.42571  325.998  57.231
200.211  -49.8567  307.776  12.7378
206.719  -26.0458  318.19  35.177
207.115  -31.6675  316.879  29.6543
203.391  12.9022  339.711  72.6923
207.348  -31.9735  317.011  29.3079
205.538  4.97732  333.781  64.766
202.128  -50.5638  308.925  11.8753
206.012  42.601  91.6348  71.1866
208.829  -0.73512  334.377  58.1812
207.173  -40.7538  314.484  20.8293
205.674  -52.2713  310.841  9.81066
205.286  -34.4537  314.443  27.3038
200.26  -49.1383  307.895  13.4474
205.728  -34.6642  314.79  27.0187
205.656  -4.01731  326.516  56.4916
209.715  7.28042  344.866  64.5114
206.943  -51.1565  311.861  10.7351
202.912  -51.979  309.2  10.402
203.251  18.0001  351.468  76.7686
207.933  1.8774  335.241  60.9081
202.554  40.5621  94.5928  74.3622
206.492  -46.2754  312.66  15.5629
203.136  21.6716  4.88583  79.1733
208.444  -27.1083  319.637  33.7322
204.957  -2.05699  326.606  58.5721
208.666  17.6863  3.29097  72.6289
204.064  25.6204  26.9033  79.8532
207.065  26.0403  31.2459  77.2569
206.123  -14.5559  321.699  46.3728
205.526  -16.1382  320.262  45.0209
203.676  53.3332  108.832  62.5953
206.736  0.535125  331.829  60.2542
205.843  32.9345  63.3964  77.3626
205.857  -19.7417  319.334  41.4675
203.103  3.19223  326.943  64.1363
207.044  4.41901  336.207  63.5625
206.366  -47.0064  312.409  14.8679
209.577  15.6972  359.954  70.726
204.887  5.0284  332.468  65.103
205.681  -23.6811  317.809  37.7037
204.739  8.80745  336.653  68.509
208.155  -11.296  326.054  48.8086
207.186  -33.9942  316.283  27.3866
204.904  -32.5479  314.553  29.2335
206.791  8.09486  340.229  66.8398
203.964  -23.3544  315.961  38.3903
208.582  46.5909  94.5595  66.9225
204.837  -11.1083  321.409  50.0359
209.027  -41.7616  315.654  19.5061
205.421  -15.6746  320.305  45.4945
203.185  -11.8044  318.696  49.7982
206.565  -3.33446  328.509  56.7891
206.094  10.8881  342.941  69.535
204.555  35.2312  74.8461  77.1417
204.32  -35.4623  313.341  26.4804
205.833  -35.9016  314.577  25.7931
204.202  -6.02276  322.904  55.0792
206.666  20.8151  9.28311  75.9063
208.171  -24.8183  320.157  35.9954
202.999  -2.13105  322.989  59.1515
202.668  -17.4643  316.072  44.4035
207.102  -53.2175  311.495  8.70346
206.164  -14.1667  321.922  46.7325
206.772  -33.0027  316.18  28.4324
203.588  17.9822  352.398  76.529
208.803  -11.5276  326.821  48.3628
205.145  -17.1239  319.394  44.1705
206.384  -6.64071  326.074  53.7817
205.571  -8.5792  323.731  52.2264
207.903  -34.695  316.727  26.5587
205.554  -53.2146  310.578  8.90076
204.202  -35.292  313.273  26.6663
207.929  -38.8411  315.59  22.5436
203.703  -37.6643  312.337  24.4133
207.544  10.143  344.89  68.089
206.973  -21.7031  319.947  39.2953
205.827  -32.5921  315.41  29.0189
206.695  -26.3691  318.063  34.8704
207.866  -9.02888  326.914  51.0254
206.714  41.7988  88.7716  71.4587
205.63  44.7061  96.05  69.6623
204.896  17.9402  355.807  75.5935
206.413  8.0635  339.381  67.0156
202.19  -2.67659  321.179  58.8659
204.692  0.538298  328.015  61.083
205.776  8.68922  338.857  67.8803
206.149  28.2355  41.3726  78.1853
206.042  -49.6651  311.614  12.3148
204.368  24.4218  20.8453  79.2941
208.585  35.4491  68.618  74.2248
206.434  -12.7934  322.911  47.9599
207.717  -44.3058  314.004  17.2836
208.222  -36.036  316.62  25.196
204.751  32.8713  64.958  78.2202
204.434  -10.0107  321.305  51.2012
206.189  -48.3522  311.993  13.5784
202.201  47.8919  106.039  67.9929
207.869  -31.4217  317.668  29.7254
206.19  -50.9082  311.444  11.0792
205.904  -47.9964  311.878  13.9661
207.952  -34.265  316.896  26.9635
205.777  -26.8081  316.961  34.6512
205.675  -39.2724  313.638  22.5305
206.689  32.5388  60.5441  76.8546
206.02  -51.6963  311.172  10.3304
206.958  13.1674  349.07  70.7966
203.618  17.7898  351.901  76.3734
204.916  -3.34732  325.68  57.3781
207.978  32.5677  59.111  75.8215
201.373  -42.941  309.526  19.4937
204.681  -42.8624  312.072  19.1679
204.582  -37.5604  313.109  24.3822
204.576  28.5052  43.2076  79.5503
205.669  -38.95  313.708  22.8464
206.775  -15.6727  322.08  45.1186
206.169  -55.2116  310.527  6.8723
206.292  -40.8472  313.766  20.8906
203.809  -38.0236  312.355  24.0447
204.051  -4.01971  323.764  57.0296
203.306  -45.9937  310.464  16.2653
205.962  -42.7168  313.077  19.1192
206.481  -5.169  327.138  55.1205
201.716  -50.453  308.676  12.0226
203.183  -40.7934  311.303  21.4055
207.598  -33.1148  316.91  28.1508
205.104  -26.7292  316.273  34.8698
206.1  -56.7781  310.165  5.34712
205.071  -30.9382  315.114  30.7746
200.263  15.322  334.662  76.3337
208.051  -15.0225  324.03  45.3444
209.044  -1.34709  334.201  57.5395
203.97  -23.8032  315.844  37.951
204.047  -26.4593  315.219  35.3417
206.319  27.1592  36.1526  78.0285
202.491  4.53382  326.744  65.608
208.246  -8.58022  327.735  51.3023
205.698  -28.0798  316.511  33.4334
206.033  -38.1493  314.2  23.5659
207.968  14.1032  353.194  70.8105
205.481  -48.3345  311.523  13.6925
203.837  -11.2395  319.882  50.1808
204.198  10.4342  337.695  70.1811
204.968  14.6486  347.458  73.1793
207.741  -7.08751  327.9  52.8733
204.983  -27.2951  315.989  34.3433
206.33  -26.8782  317.52  34.4616
207.684  -24.134  319.873  36.7783
203.63  -29.04  314.144  32.8913
206.585  -46.3903  312.699  15.4367
211.027  -50.3428  314.615  10.872
204.287  -29.7829  314.63  32.0476
205.305  -8.18161  323.529  52.687
204.196  -23.7283  316.121  37.9785
207.362  -50.5977  312.251  11.2205
208.872  -35.9057  317.219  25.1817
207.634  -33.9025  316.714  27.3817
205.131  -44.0426  312.166  17.9465
207.516  -27.902  318.424  33.199
202.724  24.9112  21.0843  80.8654
205.454  -36.2993  314.149  25.4718
203.612  -5.27397  322.312  55.9703
205.887  -56.5604  310.094  5.58418
206.494  -45.7789  312.775  16.0471
204.769  -22.5607  317.118  38.9943
202.236  23.451  11.5328  80.7628
204.744  -46.7663  311.335  15.3275
204.94  -30.5898  315.076  31.1392
206.127  -32.1527  315.809  29.3877
206.254  -28.3277  317.008  33.0745
205.473  -6.82148  324.529  53.9203
205.465  -48.1613  311.548  13.8643
206.859  -4.59082  328.133  55.516
205.813  4.45308  333.789  64.1744
207.069  -0.100088  331.882  59.5375
205.942  44.9814  95.9778  69.3104
205.965  -8.96977  324.124  51.7312
204.665  -26.3701  315.905  35.3085
206.32  29.7266  48.4641  77.889
205.917  -6.01928  325.703  54.526
204.427  -39.2448  312.619  22.7542
203.685  -13.179  318.895  48.3454
209.465  -34.823  318.067  26.0879
205.147  -56.7434  309.657  5.4844
203.492  -9.91085  319.92  51.5519
206.128  -39.5929  313.932  22.1416
207.759  -24.8823  319.69  36.0415
202.209  7.66476  329.125  68.6125
209.086  -33.3021  318.21  27.6356
205.923  14.379  349.22  72.3706
204.026  36.0088  78.7719  77.0036
203.756  6.28324  331.314  66.7216
205.103  -32.3739  314.784  29.3675
205.102  -65.6662  307.945  -3.27302
205.609  -18.0292  319.65  43.18
205.906  -17.6592  320.163  43.4587
206.388  15.1266  352.008  72.612
206.246  -13.632  322.27  47.2183
205.691  22.9936  16.1514  77.6709
206.909  -18.0137  321.277  42.8464
204.863  -51.9864  310.401  10.1869
207.862  -22.4524  320.684  38.3409
207.121  -24.647  319.082  36.4284
204.164  -28.3982  314.847  33.4245
204.038  -5.91229  322.689  55.2343
206.08  -44.3446  312.8  17.5107
200.977  -58.9298  307.112  3.67765
204.98  0.545987  328.57  60.9804
203.283  -41.9836  311.164  20.22
206.777  20.4988  8.37422  75.6594
206.483  7.70913  339.051  66.6786
206.674  -12.8777  323.202  47.8064
207.385  -5.17127  328.589  54.7791
204.586  28.1313  41.146  79.5666
204.456  -49.1572  310.679  13.0147
202.914  -7.23768  320.182  54.2808
209.311  -24.6593  321.434  35.8359
205.456  -54.9585  310.175  7.20221
204.067  -32.4174  313.791  29.5066
205.883  -0.101303  329.74  60.0299
207.562  -30.7963  317.565  30.398
203.201  -35.0144  312.43  27.0926
206.034  -49.3364  311.679  12.6375
206.731  -54.4129  311.015  7.58482
204.053  -23.0086  316.162  38.7094
208.694  5.01067  340.034  63.2237
208.789  -26.8449  320.082  33.8948
206.725  -8.39743  325.581  52.0177
205.743  -8.33221  324.124  52.4055
208.415  -52.4799  312.449  9.23729
205.719  29.1213  45.8905  78.4912
204.671  23.11  14.9172  78.5823
205.299  42.6278  92.9785  71.4887
203.545  -29.2653  314.004  32.6852
206.853  -10.3834  324.694  50.1073
207.35  -52.6174  311.779  9.25495
204.046  14.2621  344.19  73.4365
208.298  1.18296  335.221  60.1237
203.914  25.5285  26.2378  79.9677
202.982  -50.6707  309.456  11.6867
206.839  7.39449  339.382  66.2242
204.868  -52.9311  310.224  9.25836
204.701  -1.42823  326.58  59.2505
201.206  3.93842  323.345  65.4778
205.867  -40.0439  313.615  21.7452
206.586  -41.1393  313.927  20.5564
205.525  -7.98808  323.972  52.8008
204.922  -52.7923  310.283  9.38858
206.428  28.3187  41.7257  77.9372
204.15  -51.9449  309.97  10.3078
207.9  -32.8694  317.26  28.3219
207.12  -12.4233  324.036  48.0964
206.8  -43.4049  313.548  18.3135
205.477  -23.0754  317.77  38.337
206.179  -6.57224  325.792  53.9171
204.855  13.3163  344.369  72.2079
203.354  -1.40842  324.098  59.7264
207.875  -18.5249  322.253  42.0813
205.273  -22.7166  317.649  38.7312
205.335  -13.248  321.184  47.8466
207.951  13.2422  351.365  70.2029
205.081  -16.4134  319.576  44.8718
209.995  -48.2914  314.532  13.0294
203.845  -0.102806  325.91  60.7928
207.401  -25.4506  319.112  35.5859
204.364  -44.6708  311.474  17.4356
204.488  -38.8328  312.757  23.1492
207.017  -10.8067  324.708  49.6546
207.043  -28.7332  317.684  32.5072
207.321  -49.9448  312.376  11.8622
209.496  29.3161  45.3093  75.1921
204.533  -40.0903  312.529  21.9089
208.527  -19.315  322.703  41.1374
206.247  -42.4739  313.35  19.3112
208.602  -38.0811  316.354  23.1429
205.987  -22.4242  318.563  38.8476
203.064  37.6411  86.2191  76.4259
204.668  -42.1364  312.211  19.882
202.596  -23.6239  314.325  38.3841
205.318  -13.4938  321.056  47.6157
207.605  -15.7287  323.129  44.8166
204.276  -36.7366  313.024  25.2378
205.963  31.5092  57.0358  77.7742
204.409  -26.1088  315.701  35.614
204.839  38.893  85.5662  74.5594
203.778  -20.6906  316.509  41.0262
206.703  -43.9686  313.343  17.78
205.758  -33.6783  315.066  27.974
205.592  -29.6328  315.972  31.9452
205.997  -39.4373  313.862  22.3157
204.66  40.7308  90.3421  73.2751
208.806  -46.2107  314.29  15.2486
207.504  -5.3032  328.69  54.6116
203.282  -32.7908  312.964  29.2669
203.557  -49.6652  309.997  12.618
207.643  12.0329  348.375  69.5012
208.156  -4.55462  330.243  55.0384
208.593  11.547  349.452  68.5257
204.641  -29.9441  314.943  31.8253
206.971  -31.5018  316.791  29.8455
206.218  -56.9153  310.2  5.19963
203.688  -45.3776  310.849  16.8266
209.191  -25.5253  320.98  35.0455
208.42  -46.0891  314.053  15.4333
203.659  -40.2088  311.797  21.9175
206.911  -14.4605  322.793  46.2316
203.174  -41.2681  311.209  20.9389
203.875  15.4349  346.353  74.4592
204.112  29.5255  49.1629  79.8136
205.943  -50.8999  311.291  11.1197
209.52  -43.2512  315.606  17.9733
203.507  -15.8823  317.683  45.7654
203.051  -10.9276  318.837  50.6803
204.37  56.5282  110.413  59.4676
208.692  -16.2517  324.269  43.9795
206.28  -16.5826  321.061  44.3903
204.54  42.2589  93.7161  72.1185
206.43  -5.2409  327.01  55.0721
205.709  -27.2823  316.752  34.2055
207.052  -36.5212  315.477  24.9628
208.657  -20.2865  322.448  40.1775
208.835  -25.2337  320.713  35.4209
208.703  -16.5297  324.154  43.7142
205.625  -43.5191  312.645  18.3867
206.6  -44.0771  313.242  17.6906
205.445  29.843  49.6693  78.6166
206.941  4.40349  335.988  63.5992
205.122  -42.4293  312.5  19.5286
205.889  20.6537  7.17035  76.4533
204.978  -14.1846  320.303  47.0449
208.301  26.7059  34.6898  76.2338
202.154  -59.9942  307.562  2.54228
204.556  -22.8174  316.796  38.7907
208.436  8.09191  343.577  65.9165
205.062  25.3258  26.3129  78.9115
207.886  1.19715  334.502  60.3306
202.75  -42.311  310.691  19.9633
207.275  -52.1026  311.851  9.76681
202.377  -51.6208  308.924  10.8068
206.332  -26.2941  317.702  35.0264
204.069  -0.752753  325.879  60.1054
202.766  -39.3813  311.221  22.8511
206.914  5.60842  337.304  64.6589
206.179  -23.0886  318.561  38.16
